date,fight_pk,fighter,kd,kds_received,method,pass,res,rev,round_finished,rounds,sig_reg_mixture,sig_reg_percent,sig_strike_attempts,sig_strike_landed,sig_strike_percent,sig_strikes_avoided,sig_strikes_received,strike_attempts,strike_landed,strike_percent,strikes_avoided,strikes_received,sub_attempts,td_attempts,td_landed,td_percent,tds_defended,tds_received,time,weight_class
2018-12-29,4913,Curtis Millender,0,0,Decision,0,W,NA,3,3,0.9880239520958084,0.54216867469879515,165,89,0.5393939393939394,81,40,167,91,0.5449101796407185,84,65,0,0,0,0,4,3,05:00:00,Men_Welterweight
2018-12-29,4913,Siyar Bahadurzada,0,0,Decision,0,L,NA,3,3,0.8120805369127517,0.3888888888888889,121,40,0.3305785123966942,76,89,149,65,0.436241610738255,76,91,0,7,3,0.42857142857142855,0,0,05:00:00,Men_Welterweight
2018-12-29,4912,Brian Kelleher,0,0,Submission,0,L,NA,1,3,1,0.6,10,6,0.6,6,10,10,6,0.6,11,16,0,1,0,0,0,0,01:40:00,Men_Bantamweight
2018-12-29,4912,Montel Jackson,0,0,Submission,0,W,NA,1,3,0.5925925925925926,0.6046511627906976,16,10,0.625,4,6,27,16,0.5925925925925926,4,6,1,0,0,0,1,0,01:40:00,Men_Bantamweight
2018-12-15,4911,Kevin Lee,0,0,Decision,0,L,NA,5,5,0.9278996865203761,0.36260162601626017,296,102,0.34459459459459457,117,111,319,121,0.3793103448275862,117,113,0,5,3,0.6,7,0,05:00:00,Men_Lightweight
2018-12-15,4911,Al Iaquinta,0,0,Decision,0,W,NA,5,5,0.991304347826087,0.4890829694323144,228,111,0.4868421052631579,194,102,230,113,0.49130434782608695,198,121,0,7,0,0,2,3,05:00:00,Men_Lightweight
2018-12-15,4910,Edson Barboza,1,0,KO/TKO,0,W,NA,3,3,0.9955947136563876,0.5584988962472406,226,126,0.5575221238938053,123,81,227,127,0.5594713656387665,123,111,0,1,0,0,1,0,02:19:00,Men_Lightweight
2018-12-15,4910,Dan Hooker,0,1,KO/TKO,0,L,NA,3,3,0.8717948717948718,0.4383561643835616,204,81,0.39705882352941174,100,126,234,111,0.47435897435897434,100,127,0,1,0,0,1,0,02:19:00,Men_Lightweight
2018-12-15,4909,Rob Font,0,0,Decision,1,W,NA,3,3,0.9686274509803922,0.45617529880478086,247,111,0.4493927125506073,114,71,255,118,0.4627450980392157,118,88,1,4,2,0.5,1,1,05:00:00,Men_Bantamweight
2018-12-15,4909,Sergio Pettis,0,0,Decision,0,L,NA,3,3,0.8980582524271845,0.40664961636828645,185,71,0.3837837837837838,136,111,206,88,0.42718446601941745,137,118,0,2,1,0.5,2,2,05:00:00,Men_Bantamweight
2018-12-15,4908,Jim Miller,0,0,Submission,0,L,NA,1,3,1,0.5,2,1,0.5,1,0,2,1,0.5,1,1,0,0,0,0,0,1,01:15:00,Men_Lightweight
2018-12-15,4908,Charles Oliveira,0,0,Submission,0,W,NA,1,3,0.5,0.3333333333333333,1,0,0,1,1,2,1,0.5,1,1,1,1,1,1,0,0,01:15:00,Men_Lightweight
2018-12-15,4907,Zak Ottow,0,0,Decision,0,W,NA,3,3,0.8658536585365854,0.23529411764705882,71,14,0.19718309859154928,59,25,82,22,0.2682926829268293,60,33,0,6,1,0.16666666666666666,0,1,05:00:00,Men_Welterweight
2018-12-15,4907,Dwight Grant,0,0,Decision,0,L,NA,3,3,0.9032258064516129,0.327683615819209,84,25,0.2976190476190476,57,14,93,33,0.3548387096774194,60,22,0,1,1,1,5,1,05:00:00,Men_Welterweight
2018-12-15,4906,Bobby Green,0,0,Decision,0,L,NA,3,3,0.875,0.6121212121212121,154,92,0.5974025974025974,73,58,176,110,0.625,74,69,1,4,1,0.25,6,0,05:00:00,Men_Lightweight
2018-12-15,4906,Drakkar Klose,0,0,Decision,0,W,NA,3,3,0.916083916083916,0.4635036496350365,131,58,0.44274809160305345,62,92,143,69,0.4825174825174825,66,110,0,6,0,0,3,1,05:00:00,Men_Lightweight
2018-12-15,4905,Jared Gordon,0,0,KO/TKO,0,L,NA,3,3,0.8508771929824561,0.6279620853080569,194,116,0.5979381443298969,96,95,228,149,0.6535087719298246,97,121,0,8,3,0.375,0,1,02:39:00,Men_Lightweight
2018-12-15,4905,Joaquim Silva,0,0,KO/TKO,0,W,NA,3,3,0.8761467889908257,0.5281173594132029,191,95,0.4973821989528796,78,116,218,121,0.555045871559633,79,149,2,1,1,1,5,3,02:39:00,Men_Lightweight
2018-12-15,4904,Gerald Meerschaert,0,0,Submission,1,L,NA,1,3,1,0.5,2,1,0.5,18,41,2,1,0.5,20,53,0,2,0,0,1,1,04:25:00,Men_Middleweight
2018-12-15,4904,Jack Hermansson,0,0,Submission,0,W,NA,1,3,0.8082191780821918,0.7121212121212122,59,41,0.6949152542372882,1,1,73,53,0.726027397260274,1,1,1,2,1,0.5,2,0,04:25:00,Men_Middleweight
2018-12-15,4903,Trevor Smith,0,1,Decision,1,L,NA,3,3,0.8046875,0.5497835497835498,103,54,0.5242718446601942,83,56,128,73,0.5703125,84,63,0,0,0,0,5,0,05:00:00,Men_Middleweight
2018-12-15,4903,Zak Cummings,1,0,Decision,0,W,NA,3,3,0.9455782312925171,0.4160839160839161,139,56,0.4028776978417266,49,54,147,63,0.42857142857142855,55,73,0,5,0,0,0,0,05:00:00,Men_Middleweight
2018-12-15,4902,Dan Ige,0,0,Decision,1,W,NA,3,3,0.7430555555555556,0.5657370517928287,107,56,0.5233644859813084,51,56,144,86,0.5972222222222222,52,71,0,7,3,0.42857142857142855,2,0,05:00:00,Men_Featherweight
2018-12-15,4902,Jordan Griffin,0,0,Decision,1,L,NA,3,3,0.8699186991869918,0.5521739130434783,107,56,0.5233644859813084,51,56,123,71,0.5772357723577236,58,86,1,2,0,0,4,3,05:00:00,Men_Featherweight
2018-12-15,4901,Adam Milstead,0,2,KO/TKO,0,L,NA,1,3,0.6176470588235294,0.5818181818181818,21,10,0.47619047619047616,7,35,34,22,0.6470588235294118,9,44,0,0,0,0,0,0,02:59:00,Men_Heavyweight
2018-12-15,4901,Mike Rodriguez,2,0,KO/TKO,0,W,NA,1,3,0.7924528301886793,0.8315789473684211,42,35,0.8333333333333334,11,10,53,44,0.8301886792452831,12,22,0,0,0,0,0,0,02:59:00,Men_Heavyweight
2018-12-15,4900,Chris de la Rocha,0,0,KO/TKO,0,L,NA,3,3,0.9382716049382716,0.554140127388535,76,41,0.5394736842105263,58,86,81,46,0.5679012345679012,59,121,0,2,1,0.5,0,2,00:58:00,Men_Heavyweight
2018-12-15,4900,Juan Adams,0,0,KO/TKO,0,W,NA,3,3,0.8,0.6388888888888888,144,86,0.5972222222222222,35,41,180,121,0.6722222222222223,35,46,0,2,2,1,1,1,00:58:00,Men_Heavyweight
2018-12-08,4899,Max Holloway,0,0,TKO,0,W,NA,4,5,0.9664694280078896,0.5987963891675026,490,290,0.5918367346938775,182,110,507,307,0.6055226824457594,182,112,0,1,1,1,9,2,05:00:00,Men_Featherweight
2018-12-08,4899,Brian Ortega,0,0,TKO,0,L,NA,4,5,0.9931972789115646,0.378839590443686,292,110,0.3767123287671233,200,290,294,112,0.38095238095238093,200,307,0,11,2,0.18181818181818182,0,1,05:00:00,Men_Featherweight
2018-12-08,4898,Valentina Shevchenko,0,0,Decision,0,W,NA,5,5,0.8565022421524664,0.5,191,89,0.46596858638743455,172,78,223,118,0.5291479820627802,176,124,0,14,5,0.35714285714285715,0,0,05:00:00,Women_Flyweight
2018-12-08,4898,Joanna Jedrzejczyk,0,0,Decision,0,L,NA,5,5,0.8333333333333334,0.36727272727272725,250,78,0.312,102,89,300,124,0.41333333333333333,105,118,0,0,0,0,9,5,05:00:00,Women_Flyweight
2018-12-08,4897,Alex Oliveira,0,0,Submission,1,L,NA,2,3,0.7101449275362319,0.7457627118644068,49,36,0.7346938775510204,0,11,69,52,0.7536231884057971,0,20,0,2,0,0,3,2,04:17:00,Men_Welterweight
2018-12-08,4897,Gunnar Nelson,0,0,Submission,0,W,NA,2,3,0.55,1,11,11,1,13,36,20,20,1,17,52,1,5,2,0.4,2,0,04:17:00,Men_Welterweight
2018-12-08,4896,Hakeem Dawodu,0,0,Decision,0,W,NA,3,3,1,0.4858490566037736,212,103,0.4858490566037736,67,42,212,103,0.4858490566037736,67,47,0,0,0,0,10,2,05:00:00,Men_Featherweight
2018-12-08,4896,Kyle Bochniak,0,0,Decision,0,L,NA,3,3,0.956140350877193,0.3991031390134529,109,42,0.3853211009174312,109,103,114,47,0.41228070175438597,109,103,0,12,2,0.16666666666666666,0,0,05:00:00,Men_Featherweight
2018-12-08,4895,Jimi Manuwa,0,2,KO/TKO,0,L,NA,2,3,0.9333333333333333,0.6551724137931034,42,27,0.6428571428571429,32,42,45,30,0.6666666666666666,32,65,0,2,0,0,2,1,00:41:00,Men_Heavyweight
2018-12-08,4895,Thiago Santos,2,0,KO/TKO,0,W,NA,2,3,0.7628865979381443,0.6257309941520468,74,42,0.5675675675675675,15,27,97,65,0.6701030927835051,15,30,0,3,1,0.3333333333333333,2,0,00:41:00,Men_Heavyweight
2018-12-08,4894,Claudia Gadelha,0,0,Decision,0,L,NA,3,3,0.7516778523489933,0.5134099616858238,112,49,0.4375,115,96,149,85,0.5704697986577181,115,123,0,10,2,0.2,0,0,05:00:00,Women_Strawweight
2018-12-08,4894,Nina Ansaroff,0,0,Decision,0,W,NA,3,3,0.8865546218487395,0.48775055679287305,211,96,0.4549763033175355,63,49,238,123,0.5168067226890757,64,85,0,0,0,0,8,2,05:00:00,Women_Strawweight
2018-12-08,4893,Olivier Aubin-Mercier,0,1,Decision,0,L,NA,3,3,0.9795918367346939,0.422680412371134,96,40,0.4166666666666667,67,76,98,42,0.42857142857142855,70,120,0,0,0,0,4,3,05:00:00,Men_Lightweight
2018-12-08,4893,Gilbert Burns,1,0,Decision,0,W,NA,3,3,0.7526315789473684,0.5885885885885885,143,76,0.5314685314685315,56,40,190,120,0.631578947368421,56,42,0,7,3,0.42857142857142855,0,0,05:00:00,Men_Lightweight
2018-12-08,4892,Katlyn Chookagian,0,0,Decision,0,L,NA,3,3,0.9710144927536232,0.33088235294117646,201,65,0.32338308457711445,109,81,207,70,0.33816425120772947,109,83,0,0,0,0,3,0,05:00:00,Women_Flyweight
2018-12-08,4892,Jessica Eye,0,0,Decision,0,W,NA,3,3,0.9895833333333334,0.4293193717277487,190,81,0.4263157894736842,136,65,192,83,0.4322916666666667,137,70,0,3,0,0,0,0,05:00:00,Women_Flyweight
2018-12-08,4891,Elias Theodorou,0,1,Decision,0,W,NA,3,3,0.9547511312217195,0.44907407407407407,211,92,0.43601895734597157,68,65,221,102,0.46153846153846156,68,66,0,3,0,0,1,0,05:00:00,Men_Middleweight
2018-12-08,4891,Eryk Anders,1,0,Decision,0,L,NA,3,3,0.9925373134328358,0.49063670411985016,133,65,0.48872180451127817,119,92,134,66,0.4925373134328358,119,102,0,1,0,0,3,0,05:00:00,Men_Middleweight
2018-12-08,4890,Brad Katona,0,0,Decision,0,W,NA,3,3,0.9294117647058824,0.49390243902439024,158,76,0.4810126582278481,73,69,170,86,0.5058823529411764,76,79,0,3,0,0,2,4,05:00:00,Men_Bantamweight
2018-12-08,4890,Matthew Lopez,0,0,Decision,0,L,NA,3,3,0.9161290322580645,0.4983164983164983,142,69,0.4859154929577465,82,76,155,79,0.5096774193548387,84,86,1,6,4,0.6666666666666666,3,0,05:00:00,Men_Bantamweight
2018-12-08,4889,Chad Laprise,0,1,KO/TKO,0,L,NA,1,3,1,0.5,16,8,0.5,20,5,16,8,0.5,20,5,0,0,0,0,0,0,01:37:00,Men_Welterweight
2018-12-08,4889,Dhiego Lima,1,0,KO/TKO,0,W,NA,1,3,1,0.2,25,5,0.2,8,8,25,5,0.2,8,8,0,0,0,0,0,0,01:37:00,Men_Welterweight
2018-12-08,4888,Diego Ferreira,0,0,KO/TKO,0,W,NA,2,3,0.9107142857142857,0.5467289719626168,102,54,0.5294117647058824,30,20,112,63,0.5625,30,20,1,4,2,0.5,0,0,01:23:00,Men_Lightweight
2018-12-08,4888,Kyle Nelson,0,0,KO/TKO,0,L,NA,2,3,1,0.4,50,20,0.4,48,54,50,20,0.4,49,63,0,0,0,0,2,2,01:23:00,Men_Lightweight
2018-12-08,4887,Devin Clark,1,1,KO/TKO,0,L,NA,1,3,0.8611111111111112,0.6417910447761194,31,19,0.6129032258064516,14,31,36,24,0.6666666666666666,14,33,0,2,0,0,1,0,04:05:00,Men_Heavyweight
2018-12-08,4887,Aleksandar Rakic,1,1,KO/TKO,0,W,NA,1,3,0.9574468085106383,0.6956521739130435,45,31,0.6888888888888889,12,19,47,33,0.7021276595744681,12,24,0,1,0,0,2,0,04:05:00,Men_Heavyweight
2018-12-01,4886,Junior Dos Santos,1,0,KO/TKO,0,W,NA,2,5,0.8441558441558441,0.44366197183098594,65,26,0.4,26,16,77,37,0.4805194805194805,30,16,0,0,0,0,0,0,02:30:00,Men_Heavyweight
2018-12-01,4886,Tai Tuivasa,0,1,KO/TKO,0,L,NA,2,5,0.9130434782608695,0.36363636363636365,42,16,0.38095238095238093,39,26,46,16,0.34782608695652173,40,37,0,0,0,0,0,0,02:30:00,Men_Heavyweight
2018-12-01,4885,Mauricio Rua,1,0,KO/TKO,0,W,NA,3,3,0.5957446808510638,0.6133333333333333,56,30,0.5357142857142857,13,31,94,62,0.6595744680851063,13,36,0,5,3,0.6,1,0,00:43:00,Men_Heavyweight
2018-12-01,4885,Tyson Pedro,0,1,KO/TKO,0,L,NA,3,3,0.8979591836734694,0.7204301075268817,44,31,0.7045454545454546,26,30,49,36,0.7346938775510204,32,62,1,1,0,0,2,3,00:43:00,Men_Heavyweight
2018-12-01,4884,Mark Hunt,0,0,Decision,0,L,NA,3,3,1,0.31666666666666665,60,19,0.31666666666666665,44,59,60,19,0.31666666666666665,44,59,0,0,0,0,0,0,05:00:00,Men_Heavyweight
2018-12-01,4884,Justin Willis,0,0,Decision,0,W,NA,3,3,1,0.5728155339805825,103,59,0.5728155339805825,41,19,103,59,0.5728155339805825,41,19,0,0,0,0,0,0,05:00:00,Men_Heavyweight
2018-12-01,4883,Jake Matthews,0,0,Submission,1,L,NA,3,3,0.9615384615384616,0.3333333333333333,75,24,0.32,61,25,78,27,0.34615384615384615,61,33,1,1,0,0,0,0,01:19:00,Men_Welterweight
2018-12-01,4883,Anthony Rocco Martin,0,0,Submission,1,W,NA,3,3,0.9148936170212766,0.32222222222222224,86,25,0.29069767441860467,51,24,94,33,0.35106382978723405,51,27,1,0,0,0,1,0,01:19:00,Men_Welterweight
2018-12-01,4882,Suman Mokhtarian,0,0,KO/TKO,0,L,NA,1,3,0.9,0.5789473684210527,9,5,0.5555555555555556,20,23,10,6,0.6,22,44,0,0,0,0,0,0,02:14:00,Men_Featherweight
2018-12-01,4882,Sodiq Yusuff,0,0,KO/TKO,0,W,NA,1,3,0.6515151515151515,0.6146788990825688,43,23,0.5348837209302325,4,5,66,44,0.6666666666666666,4,6,0,0,0,0,0,0,02:14:00,Men_Featherweight
2018-12-01,4881,Jimmy Crute,0,0,Submission,2,W,NA,3,3,0.5066666666666667,0.584070796460177,38,17,0.4473684210526316,10,12,75,49,0.6533333333333333,12,45,4,1,1,1,4,3,04:51:00,Men_Heavyweight
2018-12-01,4881,Paul Craig,0,0,Submission,1,L,NA,3,3,0.38596491228070173,0.7215189873417721,22,12,0.5454545454545454,21,17,57,45,0.7894736842105263,26,49,0,7,3,0.42857142857142855,0,1,04:51:00,Men_Heavyweight
2018-12-01,4880,Yushin Okami,0,0,Decision,0,L,NA,3,3,1,0.17857142857142858,56,10,0.17857142857142858,57,72,56,10,0.17857142857142858,62,141,0,15,0,0,0,0,05:00:00,Men_Welterweight
2018-12-01,4880,Aleksei Kunchenko,0,0,Decision,0,W,NA,3,3,0.6354679802955665,0.641566265060241,129,72,0.5581395348837209,46,10,203,141,0.6945812807881774,46,10,0,0,0,0,15,0,05:00:00,Men_Welterweight
2018-12-01,4879,Wilson Reis,0,0,Decision,0,W,NA,3,3,0.9126984126984127,0.3029045643153527,115,32,0.2782608695652174,72,39,126,41,0.3253968253968254,73,53,1,17,7,0.4117647058823529,0,0,05:00:00,Men_Flyweight
2018-12-01,4879,Ben Nguyen,0,0,Decision,0,L,NA,3,3,0.8809523809523809,0.3881856540084388,111,39,0.35135135135135137,83,32,126,53,0.42063492063492064,85,41,0,0,0,0,10,7,05:00:00,Men_Flyweight
2018-12-01,4878,Keita Nakamura,1,0,Decision,0,W,NA,3,3,0.8660714285714286,0.45933014354066987,97,41,0.422680412371134,45,34,112,55,0.49107142857142855,45,42,0,4,0,0,0,0,05:00:00,Men_Welterweight
2018-12-01,4878,Salim Touahri,0,1,Decision,0,L,NA,3,3,0.9080459770114943,0.4578313253012048,79,34,0.43037974683544306,56,41,87,42,0.4827586206896552,57,55,0,0,0,0,4,0,05:00:00,Men_Welterweight
2018-12-01,4877,Elias Garcia,1,1,Decision,1,L,NA,3,3,0.948051948051948,0.24,73,16,0.2191780821917808,92,86,77,20,0.2597402597402597,104,157,2,7,1,0.14285714285714285,0,0,05:00:00,Men_Flyweight
2018-12-01,4877,Kai Kara-France,1,1,Decision,1,W,NA,3,3,0.6819923371647509,0.5535307517084282,178,86,0.48314606741573035,57,16,261,157,0.6015325670498084,57,20,0,0,0,0,6,1,05:00:00,Men_Flyweight
2018-12-01,4876,Mizuto Hirota,0,0,Decision,0,L,NA,3,3,0.6395348837209303,0.46808510638297873,55,19,0.34545454545454546,59,31,86,47,0.5465116279069767,68,63,1,0,0,0,5,5,05:00:00,Men_Lightweight
2018-12-01,4876,Christos Giagos,0,0,Decision,1,W,NA,3,3,0.6870229007633588,0.4253393665158371,90,31,0.34444444444444444,36,19,131,63,0.48091603053435117,39,47,0,10,5,0.5,0,0,05:00:00,Men_Lightweight
2018-12-01,4875,Alex Gorgees,0,0,Decision,0,L,NA,3,3,0.7209302325581395,0.43243243243243246,31,10,0.3225806451612903,21,34,43,22,0.5116279069767442,34,103,0,0,0,0,6,5,05:00:00,Men_Lightweight
2018-12-01,4875,Damir Ismagulov,0,0,Decision,0,W,NA,3,3,0.40145985401459855,0.7135416666666666,55,34,0.6181818181818182,21,10,137,103,0.7518248175182481,21,22,0,11,5,0.45454545454545453,0,0,05:00:00,Men_Lightweight
2018-11-30,4874,Rafael Dos Anjos,0,0,Decision,1,L,NA,5,5,0.8115942028985508,0.584,112,62,0.5535714285714286,93,130,138,84,0.6086956521739131,107,227,2,1,0,0,6,12,05:00:00,Men_Welterweight
2018-11-30,4874,Kamaru Usman,0,0,Decision,0,W,NA,5,5,0.6676646706586826,0.6409335727109515,223,130,0.5829596412556054,50,62,334,227,0.6796407185628742,54,84,0,18,12,0.6666666666666666,1,0,05:00:00,Men_Welterweight
2018-11-30,4873,Juan Espino,0,0,Submission,0,W,NA,1,3,0.4423076923076923,0.88,23,22,0.9565217391304348,2,4,52,44,0.8461538461538461,2,17,2,2,2,1,0,0,03:36:00,Men_Heavyweight
2018-11-30,4873,Justin Frazier,0,0,Submission,0,L,NA,1,3,0.3157894736842105,0.84,6,4,0.6666666666666666,1,22,19,17,0.8947368421052632,8,44,0,0,0,0,0,2,03:36:00,Men_Heavyweight
2018-11-30,4872,Pannie Kianzad,0,1,Submission,0,L,NA,2,3,0.78,0.550561797752809,39,19,0.48717948717948717,26,24,50,30,0.6,27,37,1,2,0,0,6,0,02:11:00,Women_Featherweight
2018-11-30,4872,Macy Chiasson,1,0,Submission,0,W,NA,2,3,0.78125,0.5350877192982456,50,24,0.48,20,19,64,37,0.578125,20,30,2,6,0,0,2,0,02:11:00,Women_Featherweight
2018-11-30,4871,Pedro Munhoz,1,0,KO/TKO,0,W,NA,1,3,0.9354838709677419,0.6083333333333333,58,35,0.603448275862069,28,20,62,38,0.6129032258064516,28,21,0,0,0,0,5,0,02:39:00,Men_Bantamweight
2018-11-30,4871,Bryan Caraway,0,1,KO/TKO,0,L,NA,1,3,0.9795918367346939,0.422680412371134,48,20,0.4166666666666667,23,35,49,21,0.42857142857142855,24,38,0,5,0,0,0,0,02:39:00,Men_Bantamweight
2018-11-30,4870,Darren Stewart,0,0,Decision,0,L,NA,3,3,0.8452380952380952,0.5161290322580645,71,34,0.4788732394366197,15,22,84,46,0.5476190476190477,16,27,0,3,1,0.3333333333333333,13,8,05:00:00,Men_Middleweight
2018-11-30,4870,Edmen Shahbazyan,0,0,Decision,0,W,NA,3,3,0.8604651162790697,0.6125,37,22,0.5945945945945946,37,34,43,27,0.627906976744186,38,46,0,21,8,0.38095238095238093,2,1,05:00:00,Men_Middleweight
2018-11-30,4869,Ji Yeon Kim,0,0,Decision,0,L,NA,3,3,0.6808510638297872,0.37341772151898733,128,33,0.2578125,68,66,188,85,0.4521276595744681,80,87,0,0,0,0,0,2,05:00:00,Women_Flyweight
2018-11-30,4869,Antonina Shevchenko,0,0,Decision,0,W,NA,3,3,0.8023952095808383,0.5083056478405316,134,66,0.4925373134328358,95,33,167,87,0.5209580838323353,103,85,0,2,2,1,0,0,05:00:00,Women_Flyweight
2018-11-30,4868,Rick Glenn,0,1,Decision,0,L,NA,3,3,0.9842105263157894,0.4005305039787798,187,74,0.39572192513368987,82,86,190,77,0.4052631578947368,83,103,0,4,0,0,1,0,05:00:00,Men_Featherweight
2018-11-30,4868,Kevin Aguilar,1,0,Decision,0,W,NA,3,3,0.9032258064516129,0.5338983050847458,168,86,0.5119047619047619,113,74,186,103,0.553763440860215,113,77,0,1,0,0,4,0,05:00:00,Men_Featherweight
2018-11-30,4867,Joseph Benavidez,0,0,KO/TKO,0,W,NA,1,3,0.9113924050632911,0.5099337748344371,72,35,0.4861111111111111,18,14,79,42,0.5316455696202531,18,14,0,2,1,0.5,0,1,04:19:00,Men_Flyweight
2018-11-30,4867,Alex Perez,0,0,KO/TKO,0,L,NA,1,3,1,0.4375,32,14,0.4375,37,35,32,14,0.4375,37,42,0,1,1,1,1,1,04:19:00,Men_Flyweight
2018-11-30,4866,Maurice Greene,0,0,Submission,0,W,NA,1,3,0.8333333333333334,0.6060606060606061,15,9,0.6,0,0,18,11,0.6111111111111112,6,4,1,0,0,0,1,1,02:14:00,Men_Heavyweight
2018-11-30,4866,Michel Batista,0,0,Submission,0,L,NA,1,3,0,0.4,0,0,0,6,9,10,4,0.4,7,11,0,2,1,0.5,0,0,02:14:00,Men_Heavyweight
2018-11-30,4865,Julija Stoliarenko,0,0,Decision,0,L,NA,3,3,0.9404761904761905,0.3773006134969325,158,57,0.36075949367088606,106,73,168,66,0.39285714285714285,108,88,1,4,0,0,1,0,05:00:00,Women_Featherweight
2018-11-30,4865,Leah Letson,0,0,Decision,0,W,NA,3,3,0.9132653061224489,0.42933333333333334,179,73,0.40782122905027934,101,57,196,88,0.4489795918367347,102,66,0,1,0,0,4,0,05:00:00,Women_Featherweight
2018-11-30,4864,Roosevelt Roberts,0,0,Submission,0,W,NA,1,3,0.8333333333333334,0.5064935064935064,35,16,0.45714285714285713,23,10,42,23,0.5476190476190477,24,19,1,0,0,0,1,0,04:50:00,Men_Lightweight
2018-11-30,4864,Darrell Horcher,0,0,Submission,0,L,NA,1,3,0.7674418604651163,0.3815789473684211,33,10,0.30303030303030304,19,16,43,19,0.4418604651162791,19,23,0,1,0,0,0,0,04:50:00,Men_Lightweight
2018-11-30,4863,Tim Means,0,0,KO/TKO,0,W,NA,1,3,0.8205128205128205,0.6338028169014085,32,19,0.59375,6,6,39,26,0.6666666666666666,6,6,0,2,2,1,0,0,01:18:00,Men_Welterweight
2018-11-30,4863,Ricky Rainey,0,0,KO/TKO,0,L,NA,1,3,1,0.5,12,6,0.5,13,19,12,6,0.5,13,26,0,0,0,0,0,2,01:18:00,Men_Welterweight
2018-11-30,4862,Raoni Barcelos,0,0,Submission,0,W,NA,2,3,0.5338983050847458,0.6519337016574586,63,35,0.5555555555555556,26,26,118,83,0.7033898305084746,28,32,1,2,2,1,1,0,04:12:00,Men_Bantamweight
2018-11-30,4862,Chris Gutierrez,0,0,Submission,0,L,NA,2,3,0.8666666666666667,0.5178571428571429,52,26,0.5,28,35,60,32,0.5333333333333333,35,83,0,1,0,0,0,2,04:12:00,Men_Bantamweight
2018-11-24,4861,Curtis Blaydes,0,1,KO/TKO,0,L,NA,1,5,1,0.125,8,1,0.125,4,13,8,1,0.125,4,13,0,2,0,0,0,0,00:45:00,Men_Heavyweight
2018-11-24,4861,Francis Ngannou,1,0,KO/TKO,0,W,NA,1,5,1,0.7647058823529411,17,13,0.7647058823529411,7,1,17,13,0.7647058823529411,7,1,0,0,0,0,2,0,00:45:00,Men_Heavyweight
2018-11-24,4860,Alistair Overeem,0,0,KO/TKO,0,W,NA,1,3,0.8387096774193549,0.8421052631578947,26,22,0.8461538461538461,19,13,31,26,0.8387096774193549,19,18,0,2,1,0.5,2,0,04:21:00,Men_Heavyweight
2018-11-24,4860,Sergei Pavlovich,0,0,KO/TKO,0,L,NA,1,3,0.8648648648648649,0.4492753623188406,32,13,0.40625,4,22,37,18,0.4864864864864865,5,26,0,2,0,0,1,1,04:21:00,Men_Heavyweight
2018-11-24,4859,Song Yadong,0,0,Decision,0,W,NA,3,3,0.9502762430939227,0.46742209631728043,172,79,0.45930232558139533,127,74,181,86,0.47513812154696133,128,83,0,2,2,1,0,0,05:00:00,Men_Bantamweight
2018-11-24,4859,Vince Morales,0,0,Decision,0,L,NA,3,3,0.95260663507109,0.38106796116504854,201,74,0.3681592039800995,93,79,211,83,0.3933649289099526,95,86,0,0,0,0,0,2,05:00:00,Men_Bantamweight
2018-11-24,4858,Li Jingliang,1,1,KO/TKO,0,W,NA,3,3,0.9487179487179487,0.40789473684210525,222,89,0.4009009009009009,111,73,234,97,0.41452991452991456,111,74,0,2,1,0.5,4,0,04:07:00,Men_Welterweight
2018-11-24,4858,David Zawada,1,1,KO/TKO,0,L,NA,3,3,0.9945945945945946,0.3983739837398374,184,73,0.3967391304347826,133,89,185,74,0.4,137,97,0,4,0,0,1,1,04:07:00,Men_Welterweight
2018-11-24,4857,Song Kenan,0,0,Decision,0,L,NA,3,3,0.9934640522875817,0.40327868852459015,152,61,0.40131578947368424,114,98,153,62,0.40522875816993464,114,100,0,0,0,0,2,0,05:00:00,Men_Welterweight
2018-11-24,4857,Alex Morono,0,0,Decision,0,W,NA,3,3,0.9906542056074766,0.4647887323943662,212,98,0.46226415094339623,91,61,214,100,0.4672897196261682,91,62,0,2,0,0,0,0,05:00:00,Men_Welterweight
2018-11-24,4856,Wu Yanan,0,0,Submission,0,W,NA,1,3,0.782608695652174,0.5609756097560976,36,18,0.5,26,17,46,28,0.6086956521739131,28,27,1,1,0,0,1,0,04:00:00,Women_Flyweight
2018-11-24,4856,Lauren Mueller,0,0,Submission,0,L,NA,1,3,0.7818181818181819,0.4489795918367347,43,17,0.3953488372093023,18,18,55,27,0.4909090909090909,18,28,0,1,0,0,1,0,04:00:00,Women_Flyweight
2018-11-24,4855,Hu Yaozong,0,1,Decision,0,L,NA,3,3,0.9508196721311475,0.5322128851540616,174,92,0.5287356321839081,59,98,183,98,0.5355191256830601,59,108,0,1,0,0,0,0,05:00:00,Men_Heavyweight
2018-11-24,4855,Rashad Coulter,1,0,Decision,0,W,NA,3,3,0.9401197604790419,0.6358024691358025,157,98,0.6242038216560509,82,92,167,108,0.6467065868263473,85,98,0,0,0,0,1,0,05:00:00,Men_Heavyweight
2018-11-24,4854,Zhang Weili,0,0,Submission,0,W,NA,1,3,0.7341772151898734,0.7883211678832117,58,45,0.7758620689655172,3,9,79,63,0.7974683544303798,3,11,2,3,1,0.3333333333333333,1,0,03:41:00,Women_Strawweight
