UFC_Page,cards,date,fights,fighter_1_Fighter,fighter_1_KD,fighter_1_Sig_Strike_Landed,fighter_1_Sig_Strike_Attempts,fighter_1_Sig_Strike_Percent,fighter_1_Strike_Landed,fighter_1_Strike_Attempts,fighter_1_TD_Landed,fighter_1_TD_Attempts,fighter_1_TD_Percent,fighter_1_Sub_Attempts,fighter_1_Pass,fighter_1_Rev,fighter_2_Fighter,fighter_2_KD,fighter_2_Sig_Strike_Landed,fighter_2_Sig_Strike_Attempts,fighter_2_Sig_Strike_Percent,fighter_2_Strike_Landed,fighter_2_Strike_Attempts,fighter_2_TD_Landed,fighter_2_TD_Attempts,fighter_2_TD_Percent,fighter_2_Sub_Attempts,fighter_2_Pass,fighter_2_Rev,method,round_finished,time,time_format,referee,fighter_1_res,fighter_2_res,weight_class
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/61bedad39b15db7a,Michael Chiesa,0,24,52,0.46,93,125,4,6,0.66,0,0,NA,Neil Magny,0,12,50,0.24,52,96,1,3,0.33,1,0,NA,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/dd34dd337e637767,Warlley Alves,1,17,21,0.8,24,30,1,1,1,0,0,NA,Mounir Lazzez,0,2,2,1,2,2,0,0,NA,0,0,NA,KO/TKO,1,2:35,3 Rnd (5-5-5),Herb Dean,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/4f6d3cdf2c77fb57,Ike Villanueva,1,24,56,0.42,24,56,0,0,NA,0,0,NA,Vinicius Moreira,0,24,42,0.5700000000000001,24,42,0,0,NA,0,0,NA,KO/TKO,2,0:39,3 Rnd (5-5-5),Jason Herzog,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/a003e8305d4dbdc8,Roxanne Modafferi,0,46,184,0.25,49,193,0,5,0,0,0,NA,Viviane Araujo,0,86,198,0.43,100,214,4,4,1,1,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,L,W,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/57e784028ef2c17d,Matt Schnell,0,85,214,0.39,85,214,0,0,NA,0,0,NA,Tyson Nam,0,58,193,0.3,58,193,0,0,NA,0,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,W,L,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/d27ac1bc677b89cf,Lerone Murphy,0,48,115,0.41000000000000003,60,131,1,4,0.25,0,0,NA,Douglas Silva de Andrade,0,39,108,0.36,51,121,1,2,0.5,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/ac475de5a3d0d7e2,Omari Akhmedov,0,25,38,0.65,73,91,2,5,0.4,1,0,NA,Tom Breese,0,1,4,0.25,6,12,0,1,0,3,1,NA,Submission,2,1:41,3 Rnd (5-5-5),Lukasz Bosacki,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/4abcf14faa7f92f2,Ricky Simon,0,17,32,0.53,50,69,7,10,0.7000000000000001,1,0,NA,Gaetano Pirrello,0,6,14,0.42,10,18,0,0,NA,0,0,NA,Submission,2,4:00,3 Rnd (5-5-5),Keith Peterson,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/ddbe6fd66d7f9e35,Su Mudaerji,0,50,127,0.39,50,127,0,0,NA,0,0,NA,Zarrukh Adashev,0,28,123,0.22,28,123,0,1,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,W,L,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/76b61ff4c9760f79,Dalcha Lungiambula,0,29,65,0.44,61,98,1,2,0.5,0,0,NA,Markus Perez,0,25,49,0.51,50,75,0,1,0,1,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/4e451881e0e47b05,Francisco Figueiredo,0,29,53,0.54,39,65,4,6,0.66,0,0,NA,Jerome Rivera,0,31,134,0.23,85,199,0,5,0,0,1,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,W,L,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/031e6624f96aceb8,Mike Davis,0,108,207,0.52,111,210,3,9,0.33,0,0,NA,Mason Jones,0,117,313,0.37,132,329,1,4,0.25,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,W,L,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/11558384f80f6506,Umar Nurmagomedov,0,25,41,0.6,32,48,5,11,0.45,1,0,NA,Sergey Morozov,0,7,30,0.23,8,31,0,0,NA,0,0,NA,Submission,2,3:39,3 Rnd (5-5-5),Jason Herzog,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/56116537d71a578c,"January 20, 2021",http://ufcstats.com/fight-details/ae38fb2a6b6a0cc1,Victoria Leonardo,0,17,81,0.2,18,82,0,1,0,0,0,NA,Manon Fiorot,0,53,100,0.53,58,105,1,1,1,0,0,NA,KO/TKO,2,4:08,3 Rnd (5-5-5),Lukasz Bosacki,L,W,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/a4817b7e46028b4a,Max Holloway,0,445,744,0.59,447,746,0,1,0,0,0,NA,Calvin Kattar,0,133,283,0.47000000000000003,134,284,0,2,0,0,0,NA,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/6b0da0b1cda7799f,Carlos Condit,0,39,88,0.44,157,209,2,4,0.5,0,1,NA,Matt Brown,0,28,37,0.75,37,52,1,6,0.16,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/aeb7ff8ce6e1beac,Santiago Ponzinibbio,0,11,18,0.61,11,18,0,0,NA,0,0,NA,Li Jingliang,1,21,50,0.42,21,50,0,0,NA,0,0,NA,KO/TKO,1,4:25,3 Rnd (5-5-5),Jason Herzog,L,W,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/775c1f401815bbd8,Joaquin Buckley,0,3,22,0.13,3,22,0,0,NA,0,0,NA,Alessio Di Chirico,1,12,23,0.52,12,23,0,0,NA,0,0,NA,KO/TKO,1,2:12,3 Rnd (5-5-5),Keith Peterson,L,W,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/358f816aff469270,Punahele Soriano,2,30,66,0.45,32,69,0,1,0,0,0,NA,Dusko Todorovic,0,22,57,0.38,23,59,0,0,NA,0,0,NA,KO/TKO,1,4:48,3 Rnd (5-5-5),Herb Dean,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/97ad63e644757cf4,Wu Yanan,0,58,129,0.44,70,148,1,2,0.5,0,1,NA,Joselyne Edwards,0,88,178,0.49,111,206,0,3,0,1,1,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,L,W,Women's Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/0165bd3c26f0c076,Carlos Felipe,0,77,142,0.54,77,142,0,1,0,0,0,NA,Justin Tafa,0,86,148,0.58,109,171,0,2,0,0,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,W,L,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/3fcd53eb27945231,David Zawada,0,44,114,0.38,114,190,1,1,1,0,0,NA,Ramazan Emeev,0,53,101,0.52,101,160,4,9,0.44,0,1,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,L,W,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/97c80f69ac312030,Sarah Moras,0,44,200,0.22,44,200,0,1,0,0,0,NA,Vanessa Melo,0,56,169,0.33,56,169,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,L,W,Women's Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/307064d3e0f036c2,"January 16, 2021",http://ufcstats.com/fight-details/3d903bc35023f50a,Jacob Kilburn,0,64,201,0.31,78,216,1,18,0.05,1,0,NA,Austin Lingo,1,95,182,0.52,110,197,1,2,0.5,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,L,W,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/c7375d5db21cbaae,Stephen Thompson,0,171,406,0.42,191,428,0,0,NA,0,0,NA,Geoff Neal,0,85,179,0.47000000000000003,110,205,0,0,NA,0,0,NA,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/014f1da2083ca174,Jose Aldo,0,44,70,0.62,60,86,0,2,0,0,0,NA,Marlon Vera,0,46,82,0.56,92,133,0,3,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/3d35eb2d46bf74de,Michel Pereira,0,44,79,0.55,56,94,2,2,1,1,0,NA,Khaos Williams,0,55,127,0.43,62,134,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/8955ea3c7c332e6c,Marlon Moraes,0,9,12,0.75,12,16,2,3,0.66,0,0,NA,Rob Font,1,30,37,0.81,33,41,0,0,NA,0,1,NA,KO/TKO,1,3:47,3 Rnd (5-5-5),Marc Goddard,L,W,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/cd150cd28738a7c5,Marcin Tybura,0,51,101,0.5,60,111,1,4,0.25,0,0,NA,Greg Hardy,0,50,91,0.54,50,91,0,0,NA,0,0,NA,KO/TKO,2,4:31,3 Rnd (5-5-5),Dan Miragliotta,W,L,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/1c4602efe5587902,Anthony Pettis,0,50,80,0.62,80,115,0,1,0,0,1,NA,Alex Morono,0,31,78,0.39,50,102,1,5,0.2,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/4cb249714ff56656,Sijara Eubanks,0,49,104,0.47000000000000003,70,131,2,4,0.5,0,0,NA,Pannie Kianzad,0,92,143,0.64,132,187,0,2,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,L,W,Women's Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/f004d3d50b78af50,Deron Winn,0,20,38,0.52,64,89,12,16,0.75,0,0,NA,Antonio Arroyo,0,45,62,0.72,70,87,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,W,L,Catch Weight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/f2fb049980631302,Gillian Robertson,0,9,14,0.64,42,48,0,2,0,1,0,NA,Taila Santos,0,27,37,0.72,72,85,1,1,1,1,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,L,W,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/0fe4906754b2d0f9,Tafon Nchukwi,1,120,187,0.64,159,234,0,2,0,0,0,NA,Jamie Pickett,0,40,81,0.49,40,81,1,4,0.25,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/62e6eadbb2805760,Jimmy Flick,0,6,14,0.42,7,15,0,1,0,1,0,NA,Cody Durden,0,21,32,0.65,30,43,2,2,1,0,0,NA,Submission,1,3:18,3 Rnd (5-5-5),Jerin Valel,W,L,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/e49c2db95e572dc8,"December 19, 2020",http://ufcstats.com/fight-details/8da75fd76a9b8e1d,Christos Giagos,0,31,67,0.46,76,124,5,15,0.33,0,0,NA,Carlton Minus,0,28,80,0.35000000000000003,29,81,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,W,L,Catch Weight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/c258996570faeec9,Deiveson Figueiredo,0,137,238,0.5700000000000001,147,248,2,4,0.5,0,0,NA,Brandon Moreno,0,132,248,0.53,139,256,4,8,0.5,0,0,NA,Decision - Majority,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,D,D,UFC Flyweight Title Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/b7b867eb3c3cf163,Tony Ferguson,0,19,42,0.45,26,49,0,0,NA,0,0,NA,Charles Oliveira,0,41,63,0.65,86,112,3,3,1,3,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,L,W,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/27200d53ba9020b8,Mackenzie Dern,0,82,174,0.47000000000000003,101,195,0,5,0,0,0,NA,Virna Jandiroba,0,63,134,0.47000000000000003,80,152,1,1,1,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,W,L,Women's Strawweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/4a172a5191cb8e60,Kevin Holland,0,15,18,0.8300000000000001,21,24,0,0,NA,0,0,NA,Jacare Souza,0,2,2,1,2,2,2,3,0.66,0,0,NA,KO/TKO,1,1:45,3 Rnd (5-5-5),Mark Smith,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/fe3ff5b1d9135add,Junior Dos Santos,0,10,35,0.28,11,36,0,1,0,0,0,NA,Ciryl Gane,1,59,80,0.73,61,82,0,0,NA,0,0,NA,KO/TKO,2,2:34,3 Rnd (5-5-5),Jerin Valel,L,W,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/022bdd58cc6e571d,Cub Swanson,2,46,66,0.6900000000000001,51,71,1,1,1,0,0,NA,Daniel Pineda,0,21,45,0.46,40,65,1,2,0.5,1,0,NA,KO/TKO,2,1:52,3 Rnd (5-5-5),Mark Smith,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/cb7616f92a9a4e5b,Renato Moicano,0,15,37,0.4,15,37,0,1,0,0,0,NA,Rafael Fiziev,1,21,35,0.6,21,35,0,1,0,0,0,NA,KO/TKO,1,4:05,3 Rnd (5-5-5),Chris Tognoni,L,W,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/87d0b767742d3239,Gavin Tucker,0,106,166,0.63,123,183,7,13,0.53,0,0,NA,Billy Quarantillo,0,84,178,0.47000000000000003,136,233,0,3,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/5ddf45e816a50fac,Tecia Torres,0,52,103,0.5,52,103,1,1,1,0,0,NA,Sam Hughes,0,20,53,0.37,26,59,0,1,0,0,0,NA,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Jason Herzog,W,L,Women's Strawweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/d0d43cb9b14f231c,"December 12, 2020",http://ufcstats.com/fight-details/33d52ac2d70b8415,Chase Hooper,0,57,117,0.48,81,144,0,6,0,2,0,NA,Peter Barrett,0,48,87,0.55,61,100,0,0,NA,0,0,NA,Submission,3,3:02,3 Rnd (5-5-5),Chris Tognoni,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/2723f4d275d3f619,Jack Hermansson,0,122,346,0.35000000000000003,139,365,2,7,0.28,0,0,NA,Marvin Vettori,1,164,334,0.49,202,376,0,1,0,1,1,NA,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,L,W,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/8d4a475e48722fea,Ovince Saint Preux,0,36,72,0.5,37,73,0,0,NA,0,0,NA,Jamahal Hill,0,68,128,0.53,68,128,0,0,NA,0,0,NA,KO/TKO,2,3:37,3 Rnd (5-5-5),Jason Herzog,L,W,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/46860358da8b8d82,Gabriel Benitez,1,38,104,0.36,38,104,0,0,NA,0,0,NA,Justin Jaynes,0,22,52,0.42,22,52,0,0,NA,0,0,NA,KO/TKO,1,4:06,3 Rnd (5-5-5),NA,W,L,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/4478ee77a647ae9d,Roman Dolidze,0,51,109,0.46,118,205,3,5,0.6,3,0,NA,John Allan,0,29,86,0.33,48,117,1,1,1,0,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/856fab879c68ded7,Matt Wiman,0,0,2,0,0,2,0,0,NA,0,0,NA,Jordan Leavitt,0,1,1,1,1,1,1,2,0.5,0,0,NA,KO/TKO,1,0:22,3 Rnd (5-5-5),Chris Tognoni,L,W,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/771d8ce136a12a13,Louis Smolka,0,59,116,0.5,64,128,3,4,0.75,0,0,NA,Jose Quinonez,0,43,107,0.4,47,113,2,3,0.66,0,0,NA,KO/TKO,2,2:15,3 Rnd (5-5-5),Jason Herzog,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/b1be8b41b1a4fd85,Ilia Topuria,1,31,63,0.49,31,64,0,0,NA,0,0,NA,Damon Jackson,0,16,52,0.3,16,53,0,0,NA,0,0,NA,KO/TKO,1,2:38,3 Rnd (5-5-5),Mark Smith,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/398b440e73d55b8b,"December 05, 2020",http://ufcstats.com/fight-details/c4d1c4b82cf34afb,Gian Villante,0,80,197,0.4,81,198,0,0,NA,0,0,NA,Jake Collier,0,123,272,0.45,126,277,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,L,W,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/09a29fb09fe07559,Anthony Smith,0,1,4,0.25,4,8,1,1,1,1,0,NA,Devin Clark,0,1,3,0.33,27,30,0,0,NA,0,1,NA,Submission,1,2:34,5 Rnd (5-5-5-5-5),Herb Dean,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/28b6ee9c3eb8b753,Miguel Baeza,0,40,73,0.54,43,82,1,2,0.5,1,0,NA,Takashi Sato,0,15,58,0.25,15,58,0,0,NA,0,0,NA,Submission,2,4:28,3 Rnd (5-5-5),Dan Miragliotta,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/32a7da2f34ae3803,Josh Parisian,0,114,226,0.5,123,237,0,0,NA,0,0,NA,Parker Porter,0,126,228,0.55,164,275,2,4,0.5,1,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,L,W,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/181c3312f14de5a8,Spike Carlyle,0,23,53,0.43,28,65,4,13,0.3,1,1,NA,Bill Algeo,0,70,95,0.73,118,150,1,3,0.33,0,1,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,L,W,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/2a7909acde26a240,Ashlee Evans-Smith,0,42,164,0.25,47,169,0,2,0,0,0,NA,Norma Dumont,1,94,161,0.58,109,178,2,4,0.5,0,1,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,L,W,Women's Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/4d56bcd82438e632,Jonathan Pearce,0,51,100,0.51,113,172,5,7,0.71,1,0,NA,Kai Kamaka,0,47,83,0.56,48,84,1,3,0.33,1,1,NA,KO/TKO,2,4:28,3 Rnd (5-5-5),Dan Miragliotta,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/0c27552ea7bc8c8a,Martin Day,0,9,12,0.75,16,19,1,1,1,0,0,NA,Anderson Dos Santos,0,11,20,0.55,22,31,1,6,0.16,1,0,NA,Submission,1,4:35,3 Rnd (5-5-5),Herb Dean,L,W,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/711f00d287344c77,Gina Mazany,1,72,162,0.44,106,216,7,12,0.58,1,0,NA,Rachael Ostovich,0,41,95,0.43,49,106,0,1,0,0,1,NA,KO/TKO,3,4:10,3 Rnd (5-5-5),Mark Smith,W,L,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/8868957c1735bcf0,Su Mudaerji,1,9,18,0.5,9,18,0,0,NA,0,0,NA,Malcolm Gordon,0,0,6,0,0,6,0,0,NA,0,0,NA,KO/TKO,1,0:44,3 Rnd (5-5-5),Dan Miragliotta,W,L,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/992c82450d96f726,"November 28, 2020",http://ufcstats.com/fight-details/e64d80dcc6853ea0,Luke Sanders,0,55,112,0.49,63,120,0,1,0,0,0,NA,Nate Maness,1,33,70,0.47000000000000003,38,75,1,2,0.5,1,0,NA,Submission,2,2:29,3 Rnd (5-5-5),Jason Herzog,L,W,Catch Weight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/bbb15f301e4a490a,"November 21, 2020",http://ufcstats.com/fight-details/3c098e2946b4c824,Deiveson Figueiredo,0,5,8,0.62,5,8,0,0,NA,1,0,NA,Alex Perez,0,6,14,0.42,6,14,0,2,0,0,0,NA,Submission,1,1:57,5 Rnd (5-5-5-5-5),Marc Goddard,W,L,UFC Flyweight Title Bout
