UFC_Page,cards,date,fights,fighter_1_Fighter,fighter_1_KD,fighter_1_Sig_Strike_Landed,fighter_1_Sig_Strike_Attempts,fighter_1_Sig_Strike_Percent,fighter_1_Strike_Landed,fighter_1_Strike_Attempts,fighter_1_TD_Landed,fighter_1_TD_Attempts,fighter_1_TD_Percent,fighter_1_Sub_Attempts,fighter_1_Pass,fighter_1_Rev,fighter_2_Fighter,fighter_2_KD,fighter_2_Sig_Strike_Landed,fighter_2_Sig_Strike_Attempts,fighter_2_Sig_Strike_Percent,fighter_2_Strike_Landed,fighter_2_Strike_Attempts,fighter_2_TD_Landed,fighter_2_TD_Attempts,fighter_2_TD_Percent,fighter_2_Sub_Attempts,fighter_2_Pass,fighter_2_Rev,method,round_finished,time,time_format,referee,fighter_1_res,fighter_2_res,weight_class
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/33b2f68ef95252e0,"February 22, 2020",http://ufcstats.com/fight-details/02bdb7a5b2986571,Jalin Turner,0,55,91,0.6,90,129,0,1,0,3,0,NA,Josh Culibao,0,12,28,0.42,12,30,0,3,0,0,0,NA,KO/TKO,2,3:01,3 Rnd (5-5-5),Mark Craig,W,L,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/33b2f68ef95252e0,"February 22, 2020",http://ufcstats.com/fight-details/3bd20b66b585d621,Jake Matthews,1,33,73,0.45,71,112,4,7,0.5700000000000001,0,0,NA,Emil Meek,0,50,118,0.42,85,162,0,1,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/33b2f68ef95252e0,"February 22, 2020",http://ufcstats.com/fight-details/03c2707563915d7d,Callan Potter,0,7,15,0.46,8,17,1,1,1,0,0,NA,Song Kenan,1,17,35,0.48,21,40,0,0,NA,0,0,NA,KO/TKO,1,2:20,3 Rnd (5-5-5),Neil Swailes,L,W,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/33b2f68ef95252e0,"February 22, 2020",http://ufcstats.com/fight-details/ecc23234e820458d,Kai Kara-France,0,78,257,0.3,78,257,0,4,0,0,0,NA,Tyson Nam,0,50,153,0.32,52,155,0,4,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,W,L,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/33b2f68ef95252e0,"February 22, 2020",http://ufcstats.com/fight-details/af5b940f2c686524,Loma Lookboonmee,0,53,130,0.4,68,156,1,1,1,0,0,NA,Angela Hill,0,48,126,0.38,70,163,1,4,0.25,1,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,L,W,Women's Strawweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/33b2f68ef95252e0,"February 22, 2020",http://ufcstats.com/fight-details/102fb91414fd24ab,Priscila Cachoeira,1,8,18,0.44,8,18,0,0,NA,0,0,NA,Shana Dobson,0,5,11,0.45,5,11,0,0,NA,0,0,NA,KO/TKO,1,0:40,3 Rnd (5-5-5),Neil Swailes,W,L,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/801b3f24c670f19a,Corey Anderson,0,11,27,0.4,11,27,0,0,NA,0,0,NA,Jan Blachowicz,1,13,31,0.41000000000000003,13,31,0,0,NA,0,0,NA,KO/TKO,1,3:08,5 Rnd (5-5-5-5-5),Herb Dean,L,W,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/a02ffaf1fe462d28,Diego Sanchez,0,25,64,0.39,29,68,0,6,0,0,0,NA,Michel Pereira,1,53,91,0.58,56,94,2,2,1,0,0,NA,DQ,3,3:09,3 Rnd (5-5-5),Jason Herzog,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/96919cf8d3e988ff,Montana De La Rosa,1,27,67,0.4,74,128,1,3,0.33,1,0,NA,Mara Romero Borella,0,23,53,0.43,64,99,1,2,0.5,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joe Coca,W,L,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/9d98e1c0d62213cf,Brok Weaver,0,5,9,0.55,6,10,0,0,NA,1,0,NA,Kazula Vargas,0,15,29,0.51,50,64,1,2,0.5,0,0,NA,DQ,1,4:02,3 Rnd (5-5-5),Robert Romero,W,L,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/b41e3be867afd6fa,Rogerio Bontorin,0,9,20,0.45,24,35,0,2,0,0,0,NA,Ray Borg,0,35,45,0.77,60,74,10,19,0.52,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,L,W,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/eab100e978c730c5,Lando Vannata,0,99,188,0.52,100,189,0,3,0,0,0,NA,Yancy Medeiros,0,68,193,0.35000000000000003,68,193,0,1,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),NA,W,L,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/2dc48a745d6c662b,Tim Means,0,41,95,0.43,41,95,1,3,0.33,0,0,NA,Daniel Rodriguez,1,49,121,0.4,49,121,0,0,NA,1,0,NA,Submission,2,3:37,3 Rnd (5-5-5),Herb Dean,L,W,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/08426f06239d903c,John Dodson,1,39,72,0.54,57,91,0,0,NA,0,0,NA,Nathaniel Wood,0,46,99,0.46,68,124,1,1,1,0,0,NA,KO/TKO,3,0:16,3 Rnd (5-5-5),Joe Coca,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/f3e2038bfb9b5d9d,Jim Miller,0,58,121,0.47000000000000003,66,131,0,2,0,0,0,NA,Scott Holtzman,0,88,197,0.44,120,231,1,1,1,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Robert Romero,L,W,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/94c0819fde11364d,Devin Clark,0,39,54,0.72,122,150,3,4,0.75,0,0,NA,Dequan Townsend,0,6,36,0.16,37,69,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/51218519be104794,Casey Kenney,0,45,118,0.38,47,120,0,0,NA,0,0,NA,Merab Dvalishvili,0,63,181,0.34,114,241,12,24,0.5,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joe Coca,L,W,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/d629aa5eb31a1e38,Macy Chiasson,0,86,166,0.51,154,253,3,8,0.37,0,0,NA,Shanna Young,0,40,71,0.56,50,83,0,1,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,W,L,Women's Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/5df17b3620145578,"February 15, 2020",http://ufcstats.com/fight-details/8725dc88f2e0a6f3,Mark De La Rosa,0,45,124,0.36,45,124,0,2,0,0,0,NA,Raulian Paiva,1,54,126,0.42,67,139,0,0,NA,0,0,NA,KO/TKO,2,4:42,3 Rnd (5-5-5),Robert Romero,L,W,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/fae99a4089f8abb0,Jon Jones,0,104,166,0.62,107,170,2,9,0.22,0,0,NA,Dominick Reyes,0,116,259,0.44,119,263,0,0,NA,0,0,NA,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,W,L,UFC Light Heavyweight Title Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/05cceae674c81b86,Valentina Shevchenko,0,40,65,0.61,57,82,3,3,1,0,0,NA,Katlyn Chookagian,0,17,56,0.3,27,68,0,0,NA,0,0,NA,KO/TKO,3,1:03,5 Rnd (5-5-5-5-5),Jacob Montalvo,W,L,UFC Women's Flyweight Title Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/57961c6adebfb13d,Juan Adams,0,7,11,0.63,7,11,0,0,NA,0,0,NA,Justin Tafa,1,10,15,0.66,10,15,0,0,NA,0,0,NA,KO/TKO,1,1:59,3 Rnd (5-5-5),Jeff Rexroad,L,W,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/be822403f364fff3,Mirsad Bektic,0,17,60,0.28,29,74,3,10,0.3,1,0,NA,Dan Ige,0,43,88,0.48,64,117,1,2,0.5,0,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,L,W,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/cefb47bcc04f540e,Derrick Lewis,0,20,50,0.4,27,58,0,1,0,0,0,NA,Ilir Latifi,0,5,12,0.41000000000000003,62,77,3,7,0.42,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,W,L,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/11f7bac5037a184c,Trevin Giles,0,71,148,0.47000000000000003,88,167,0,0,NA,1,1,NA,James Krause,0,44,80,0.55,59,98,1,4,0.25,4,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/cb56e868deaddac4,Lauren Murphy,0,80,197,0.4,107,228,2,4,0.5,0,1,NA,Andrea Lee,0,104,267,0.38,107,271,0,3,0,1,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,W,L,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/ed499508be1e5532,Alex Morono,0,1,4,0.25,1,4,0,0,NA,0,0,NA,Khaos Williams,1,10,17,0.58,10,17,0,1,0,0,0,NA,KO/TKO,1,0:27,3 Rnd (5-5-5),Kerry Hatley,L,W,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/d3f44fedc561d2d5,Miles Johns,0,13,44,0.29,13,44,0,0,NA,0,0,NA,Mario Bautista,1,18,67,0.26,18,67,0,0,NA,0,0,NA,KO/TKO,2,1:41,3 Rnd (5-5-5),Dan Miragliotta,L,W,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/5ab2a4fec735e0b2,Domingo Pilarte,0,1,4,0.25,1,4,0,0,NA,0,0,NA,Journey Newson,1,6,10,0.6,7,13,0,0,NA,0,0,NA,Overturned,1,0:38,3 Rnd (5-5-5),Jacob Montalvo,N,D,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/326b843cb2b7fd94,Andre Ewell,0,80,177,0.45,85,184,0,0,NA,0,0,NA,Jonathan Martinez,0,66,142,0.46,74,151,0,3,0,0,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/b26d3e3746fb4024,"February 08, 2020",http://ufcstats.com/fight-details/a6441acec6718f03,Austin Lingo,0,12,61,0.19,16,68,1,1,1,0,0,NA,Youssef Zalal,0,31,55,0.56,49,80,6,12,0.5,2,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,L,W,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/037d2f426c916ffc,Curtis Blaydes,0,28,60,0.46,29,62,0,6,0,0,0,NA,Junior Dos Santos,0,7,30,0.23,7,30,0,0,NA,0,0,NA,KO/TKO,2,1:06,5 Rnd (5-5-5-5-5),Dan Miragliotta,W,L,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/2ef54419defb2364,Rafael Dos Anjos,0,14,36,0.38,23,52,0,1,0,0,0,NA,Michael Chiesa,0,9,51,0.17,54,107,6,8,0.75,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,L,W,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/7dcd5d8a44a284e5,Jordan Espinosa,0,2,13,0.15,2,13,0,0,NA,0,0,NA,Alex Perez,0,2,9,0.22,16,23,1,1,1,1,0,NA,Submission,1,2:33,3 Rnd (5-5-5),Dan Miragliotta,L,W,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/b88b170a7fe40544,Hannah Cifers,0,46,108,0.42,50,114,0,0,NA,0,0,NA,Angela Hill,0,70,155,0.45,80,170,1,1,1,0,0,NA,KO/TKO,2,4:26,3 Rnd (5-5-5),Kevin MacDonald,L,W,Women's Strawweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/6195d3e7c412c8a2,Jamahal Hill,0,101,233,0.43,102,236,0,0,NA,0,0,NA,Darko Stosic,0,31,72,0.43,32,81,6,9,0.66,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/3fd3b871e83434c5,Bevon Lewis,0,36,82,0.43,94,146,0,3,0,0,0,NA,Dequan Townsend,0,28,65,0.43,55,99,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/ed94cdc0f2b97e15,Arnold Allen,0,63,131,0.48,68,137,0,1,0,0,0,NA,Nik Lentz,0,49,172,0.28,63,190,0,9,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Wayne Spinola,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/151c2bd6dfefb4b5,Justine Kish,0,62,129,0.48,66,135,1,1,1,0,0,NA,Lucie Pudilova,0,29,143,0.2,47,165,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,W,L,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/737e2781e4a7db5c,Montel Jackson,1,75,103,0.72,96,130,11,15,0.73,0,0,NA,Felipe Colares,0,7,28,0.25,8,31,1,8,0.12,3,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/79161bde28636128,Sara McMann,0,38,50,0.76,62,84,3,5,0.6,1,0,NA,Lina Lansberg,0,1,5,0.2,36,51,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Larry Carter,W,L,Women's Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/918c2efc59c1952e,Brett Johns,0,36,47,0.76,65,80,6,9,0.66,3,1,NA,Tony Gravely,0,26,44,0.59,43,66,5,7,0.71,0,0,NA,Submission,3,2:53,3 Rnd (5-5-5),Wayne Spinola,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/44aa652b181bcf68,"January 25, 2020",http://ufcstats.com/fight-details/901dbd1e6463c4ba,Herbert Burns,1,7,17,0.41000000000000003,7,17,1,1,1,1,0,NA,Nate Landwehr,0,4,9,0.44,6,11,0,0,NA,0,0,NA,KO/TKO,1,2:43,3 Rnd (5-5-5),Larry Carter,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/eed6c9aff2234b7a,Conor McGregor,1,19,26,0.73,20,27,0,0,NA,0,0,NA,Donald Cerrone,0,0,1,0,0,1,0,0,NA,0,0,NA,KO/TKO,1,0:40,5 Rnd (5-5-5-5-5),Herb Dean,W,L,Welterweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/36032308b7e86fd0,Holly Holm,0,30,62,0.48,81,129,0,3,0,0,0,NA,Raquel Pennington,0,38,78,0.48,55,95,1,2,0.5,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,W,L,Women's Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/702759500d47a059,Aleksei Oleinik,0,7,22,0.31,25,46,3,3,1,3,0,NA,Maurice Greene,0,13,29,0.44,38,54,0,0,NA,0,0,NA,Submission,2,4:38,3 Rnd (5-5-5),Keith Peterson,W,L,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/4eff0432bd364a23,Brian Kelleher,0,7,12,0.58,28,34,1,2,0.5,1,0,NA,Ode Osbourne,0,9,14,0.64,19,25,0,0,NA,0,0,NA,Submission,1,2:49,3 Rnd (5-5-5),Mark Smith,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/32a8f38bd1d46e3e,Anthony Pettis,0,22,45,0.48,28,51,0,0,NA,0,0,NA,Diego Ferreira,0,25,53,0.47000000000000003,43,74,3,7,0.42,1,0,NA,Submission,2,1:46,3 Rnd (5-5-5),Herb Dean,L,W,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/760b5b16b4931a77,Roxanne Modafferi,1,19,43,0.44,112,155,1,1,1,0,1,NA,Maycee Barber,0,16,31,0.51,25,45,0,0,NA,1,3,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,W,L,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/5868c154789648f0,Andre Fili,0,49,145,0.33,56,152,3,7,0.42,0,0,NA,Sodiq Yusuff,0,73,155,0.47000000000000003,90,177,0,0,NA,1,1,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,L,W,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/ff467a5f06a91a0f,Tim Elliott,0,47,111,0.42,86,157,3,11,0.27,0,0,NA,Askar Askarov,0,73,150,0.48,96,173,0,7,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,L,W,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/63dd38f0dcc2ee88,Drew Dober,1,13,26,0.5,13,26,0,0,NA,0,0,NA,Nasrat Haqparast,0,7,11,0.63,7,11,0,0,NA,0,0,NA,KO/TKO,1,1:10,3 Rnd (5-5-5),Mark Smith,W,L,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/6087c50c5f95a677,Aleksa Camur,0,80,165,0.48,88,174,1,2,0.5,0,0,NA,Justin Ledet,0,44,131,0.33,60,148,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/0c1773639c795466,"January 18, 2020",http://ufcstats.com/fight-details/96fe84d051847591,Sabina Mazo,0,118,323,0.36,121,327,0,0,NA,0,0,NA,JJ Aldrich,0,58,144,0.4,69,156,0,0,NA,0,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,W,L,Women's Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/06f37329b223b451,Frankie Edgar,0,9,14,0.64,9,14,0,2,0,0,0,NA,Chan Sung Jung,1,46,60,0.76,79,97,0,0,NA,0,0,NA,KO/TKO,1,3:18,5 Rnd (5-5-5-5-5),Marc Goddard,L,W,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/2b8cae68963a40a9,Volkan Oezdemir,0,63,144,0.43,118,199,0,0,NA,0,0,NA,Aleksandar Rakic,0,75,147,0.51,87,162,1,9,0.11,1,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/997ab1ea9fab5643,Dooho Choi,1,42,94,0.44,44,96,0,0,NA,0,0,NA,Charles Jourdain,2,64,129,0.49,75,140,0,0,NA,0,0,NA,KO/TKO,2,4:32,3 Rnd (5-5-5),Peter Hickmott,L,W,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/47e49e04e32be7e9,Da-Un Jung,1,5,10,0.5,5,10,0,0,NA,0,0,NA,Mike Rodriguez,0,4,8,0.5,4,8,0,0,NA,0,0,NA,KO/TKO,1,1:04,3 Rnd (5-5-5),Marc Goddard,W,L,Light Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/b3bd27affa038e9c,Junyong Park,0,77,187,0.41000000000000003,83,193,5,10,0.5,0,0,NA,Marc-Andre Barriault,0,51,160,0.31,57,166,0,2,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Fan,W,L,Middleweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/f93f794247af708a,Kyung Ho Kang,0,20,40,0.5,108,153,3,7,0.42,0,0,NA,Pingyuan Liu,0,25,53,0.47000000000000003,114,149,0,0,NA,0,0,NA,Decision - Split,3,5:00,3 Rnd (5-5-5),Peter Hickmott,W,L,Bantamweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/3637e661b6854b49,Ciryl Gane,0,65,160,0.4,65,160,0,1,0,0,0,NA,Tanner Boser,0,32,104,0.3,32,104,0,0,NA,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,W,L,Heavyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/6ea23c2c30f85a89,SeungWoo Choi,1,95,187,0.5,158,254,0,0,NA,0,0,NA,Suman Mokhtarian,0,33,79,0.41000000000000003,67,115,0,1,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,W,L,Featherweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/9140e6fdeaa7cd3f,Dong Hyun Ma,0,15,56,0.26,21,63,0,0,NA,0,0,NA,Omar Morales,1,32,89,0.35000000000000003,60,123,1,1,1,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Fan,L,W,Lightweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/5a5a65d8df176506,Alexandre Pantoja,1,34,62,0.54,36,64,1,1,1,0,0,NA,Matt Schnell,0,20,52,0.38,35,68,0,1,0,0,0,NA,KO/TKO,1,4:17,3 Rnd (5-5-5),Marc Goddard,W,L,Flyweight Bout
http://ufcstats.com/statistics/events/completed?page=all,http://ufcstats.com/event-details/74fefd43f073cd2f,"December 21, 2019",http://ufcstats.com/fight-details/75523d31940c9344,Raoni Barcelos,0,42,100,0.42,52,112,2,5,0.4,0,0,NA,Said Nurmagomedov,0,55,172,0.31,77,200,0,2,0,0,0,NA,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Peter Hickmott,W,L,Bantamweight Bout
