k,fighter,elo,match_id,date,weight_class
20,Max Holloway,1544.6474070266977,3309,2012-02-04,Featherweight
20,Jonathan Brookins,1482.198854354599,3019,2012-12-15,Featherweight
20,Erik Koch,1464.609268237107,2760,2013-08-31,Featherweight
20,Yancy Medeiros,1504.8935359007464,1911,2015-06-06,Lightweight
20,Joe Duffy,1492.3264068979613,1639,2016-01-02,Lightweight
20,Michael Johnson,1524.372899901562,1306,2016-09-17,Lightweight
20,Jim Miller,1482.5940340419409,1107,2017-02-11,Lightweight
20,Eddie Alvarez,1497.448103635668,1012,2017-05-13,Lightweight
20,Justin Gaethje,1492.3387330798125,572,2018-04-14,Lightweight
20,Eddie Alvarez,1490.06274034206,424,2018-07-28,Lightweight
20,Max Holloway,1536.1664106117564,87,2019-04-13,Lightweight
20,Mark Kerr,1519.9843357131804,5008,1997-10-17,Heavyweight
20,Houston Dorr,1489.7207632755521,5012,1997-10-17,Heavyweight
20,Zak Ottow,1501.3665595639714,241,2018-12-15,Welterweight
20,Jimmy Quinlan,1489.4498672442412,2906,2013-04-13,Middleweight
20,Papy Abedi,1499.1861697408058,2774,2013-08-28,Middleweight
20,Sam Alvey,1530.8270223491572,2200,2014-11-07,Middleweight
20,Jeremy Horn,1501.1170805236777,4985,1998-10-16,Middleweight
20,Kendall Grove,1519.8042226343107,4584,2006-06-24,Middleweight
20,Jason MacDonald,1502.7988119744446,4530,2006-10-10,Middleweight
20,Scott Smith,1479.3020854322476,4409,2007-06-16,Middleweight
20,Joe Doerksen,1470.9939425992125,4336,2007-11-17,Middleweight
20,Tim Credeur,1499.3262239401356,3534,2011-06-04,Middleweight
20,Kyle Noke,1491.3313009229305,3481,2011-08-14,Middleweight
20,Jake Shields,1512.1427530937374,3116,2012-08-11,Middleweight
20,Trevor Smith,1500.5446924370021,2813,2013-07-27,Middleweight
20,Thales Leites,1506.4187409397086,2667,2013-11-16,Middleweight
20,Rafael Natal,1490.9212012112696,2458,2014-05-10,Middleweight
20,Tim Boetsch,1493.9153790433998,1622,2016-01-17,Light Heavyweight
20,Nikita Krylov,1520.1843977742287,1378,2016-07-30,Light Heavyweight
20,Gian Villante,1539.0936443736548,339,2018-10-27,Light Heavyweight
20,Patrick Cummins,1482.8066991842336,36,2019-05-18,Light Heavyweight
20,Gilbert Melendez,1484.685580451406,1899,2015-06-13,Lightweight
20,Rafael Dos Anjos,1525.8355128534058,1431,2016-07-07,Lightweight
20,Justin Gaethje,1482.882557381873,735,2017-12-02,Lightweight
20,Josh Samman,1520.0593229443925,2156,2014-12-06,Middleweight
20,Yves Edwards,1491.2108255907833,4784,2003-06-06,Lightweight
20,Mario Neto,1489.9993573628183,4543,2006-09-23,Heavyweight
20,Mirko Cro Cop,1500.4571939820228,4469,2007-02-03,Heavyweight
20,Soa Palelei,1479.7614546300497,4316,2007-12-29,Heavyweight
20,Justin McCully,1520.2539863644747,4142,2008-12-10,Heavyweight
20,Urijah Faber,1518.8667286224322,3578,2011-03-19,Bantamweight
20,Joseph Benavidez,1541.1964640242848,3480,2011-08-14,Bantamweight
20,Scott Jorgensen,1489.2732893431319,3193,2012-06-08,Bantamweight
20,Renan Barao,1502.0953979370222,2733,2013-09-21,Bantamweight
20,Yves Jabouin,1489.0453748153327,2590,2014-01-25,Bantamweight
20,Johnny Eduardo,1500.7007712060083,2461,2014-05-10,Bantamweight
20,Frankie Saenz,1479.066561091765,1388,2016-07-23,Bantamweight
20,Takeya Mizugaki,1465.893365692955,1169,2016-12-17,Bantamweight
20,John Dodson,1503.4609283584175,1022,2017-04-22,Bantamweight
20,Grigorii Popov,1489.6036003386196,12,2019-06-08,Bantamweight
20,Junior Assuncao,1519.4325919211803,3448,2011-09-24,Featherweight
20,Mark Hominick,1480.2955420376923,3252,2012-04-21,Featherweight
20,Hector Urbina,1500.0007926998355,2177,2014-11-15,Welterweight
20,Sheldon Westcott,1509.1638518269176,1641,2016-01-02,Welterweight
20,Paul Taylor,1499.369042380368,4440,2007-04-21,Welterweight
20,Luke Cummo,1509.7031992383963,4364,2007-09-19,Welterweight
20,Gabriel Gonzaga,1527.805778056381,3341,2012-01-14,Heavyweight
20,Francimar Barroso,1511.3376473441162,2803,2013-08-03,Light Heavyweight
20,Mike Lullo,1491.4740015063173,3675,2010-11-20,Lightweight
20,Ross Pearson,1475.1956944758685,3465,2011-08-27,Lightweight
20,Terry Etim,1501.6520897996554,3339,2012-01-14,Lightweight
20,Jamie Varner,1492.433611826302,3218,2012-05-26,Lightweight
20,Lucas Martins,1492.859405349333,3000,2013-01-19,Lightweight
20,Rafaello Oliveira,1482.3196269362809,2825,2013-07-06,Lightweight
20,Evan Dunham,1485.3582610944738,2344,2014-07-16,Lightweight
20,Michael Johnson,1536.157206303798,2049,2015-02-22,Lightweight
20,Paul Felder,1530.6003039156692,1822,2015-07-25,Lightweight
20,Tony Ferguson,1562.7612354781695,1669,2015-12-11,Lightweight
20,Gilbert Melendez,1477.1821913179535,1385,2016-07-23,Lightweight
20,Khabib Nurmagomedov,1553.2248238991879,699,2017-12-30,Lightweight
20,Kevin Lee,1494.3141471749016,561,2018-04-21,Lightweight
20,Justin Gaethje,1494.9900382035282,100,2019-03-30,Lightweight
20,Michael Johnson,1545.1202590396424,3519,2011-06-26,Lightweight
20,Terry Etim,1511.3466564699206,3403,2011-11-05,Lightweight
20,Rich Franklin,1496.6293083659275,4774,2003-09-26,Light Heavyweight
20,Jorge Rivera,1511.0606315978025,4515,2006-11-11,Middleweight
20,Michael McDonald,1539.1102170371641,3572,2011-03-26,Bantamweight
20,Jason Reinhardt,1490.008931705246,3486,2011-08-14,Bantamweight
20,Francisco Rivera,1518.3513032556928,2981,2013-02-02,Bantamweight
20,Roland Delorme,1500.3463496267866,2836,2013-06-15,Bantamweight
20,Erik Perez,1510.4677516056938,2669,2013-11-16,Bantamweight
20,Phillipe Nover,1490.5800736377857,4123,2008-12-13,Lightweight
20,Evan Dunham,1496.6247004804657,3878,2010-01-11,Lightweight
20,Jacob Volkmann,1520.7667255407232,3353,2011-12-30,Lightweight
20,Mac Danzig,1500.077455528732,3257,2012-04-21,Lightweight
20,Leonardo Santos,1529.85097459654,2264,2014-09-13,Lightweight
20,Rodrigo de Lima,1489.6614008190595,2065,2015-02-14,Lightweight
20,Leandro Silva,1518.385132019015,1705,2015-11-21,Lightweight
20,Kevin Lee,1504.1571986980882,1517,2016-04-23,Lightweight
20,Takanori Gomi,1483.0314441015819,3290,2012-02-25,Lightweight
20,Nik Lentz,1505.6718395687576,3123,2012-08-11,Featherweight
20,Mark De La Rosa,1500.7990786431264,461,2018-07-14,Flyweight
20,Kai Kara-France,1509.7044168645007,271,2018-12-01,Flyweight
20,Joao Zeferino,1490,2753,2013-09-04,Welterweight
20,Isaac Vallie-Flagg,1490.28774368332,2603,2014-01-15,Lightweight
20,Ernest Chavez,1490.56675634087,2424,2014-05-31,Lightweight
20,Rashid Magomedov,1522.0544217462505,2118,2014-12-20,Lightweight
20,Shane Campbell,1510.535972285522,1792,2015-08-23,Lightweight
20,Sheldon Westcott,1499.2885681454381,2490,2014-04-16,Middleweight
20,Roger Narvaez,1490.6717002168589,2031,2015-03-14,Middleweight
20,Thiago Santos,1510.6937296244,1680,2015-12-10,Middleweight
20,Sam Alvey,1520.5659716018085,1452,2016-06-18,Middleweight
20,Trevor Smith,1491.4480453031042,534,2018-05-27,Middleweight
20,Eryk Anders,1491.177829884983,257,2018-12-08,Middleweight
20,Jules Bruchez,1489.717081190114,4129,2008-12-13,Light Heavyweight
20,Vinny Magalhaes,1480.0799076207304,4051,2009-04-18,Light Heavyweight
20,Jason Brilz,1499.7483595156489,3961,2009-09-19,Light Heavyweight
20,Vladimir Matyushenko,1501.661485939159,3851,2010-03-21,Light Heavyweight
20,Luiz Cane,1491.0943331122548,3582,2011-03-19,Light Heavyweight
20,Valerie Letourneau,1510,2402,2014-06-14,Women's Bantamweight
20,Milana Dudieva,1509.71225631668,2310,2014-08-23,Women's Bantamweight
20,Jessamyn Duke,1480,1830,2015-07-25,Women's Bantamweight
20,Raquel Pennington,1521.6202271100183,1355,2016-08-20,Women's Bantamweight
20,Nicolas Dalby,1510.8627834972629,1929,2015-05-30,Welterweight
20,Omari Akhmedov,1510.144205961959,1528,2016-04-16,Welterweight
20,Keita Nakamura,1470.886747707624,1288,2016-10-01,Welterweight
20,Lyman Good,1501.8734608899506,910,2017-07-22,Welterweight
20,Max Griffin,1472.719655538844,814,2017-10-28,Welterweight
20,Sean Strickland,1520.6916725583799,556,2018-05-12,Welterweight
20,Luigi Vendramini,1491.3770524936294,372,2018-09-22,Welterweight
20,Francimar Barroso,1520.7326039302359,1629,2016-01-17,Light Heavyweight
20,Kevin Casey,1499.7071822784187,1467,2016-06-04,Middleweight
20,Jeremy Horn,1490.7972143817058,4891,2001-02-23,Middleweight
20,Tito Ortiz,1495.001833072305,4872,2001-06-29,Light Heavyweight
20,Evan Tanner,1528.8181679562897,4844,2002-03-22,Light Heavyweight
20,Renato Sobral,1513.5999039813626,4824,2002-07-13,Light Heavyweight
20,Forrest Griffin,1511.602293365113,4660,2005-10-07,Light Heavyweight
20,Michael Bisping,1581.4104164174155,4433,2007-04-21,Light Heavyweight
20,Jordan Mein,1499.914393054889,1176,2016-12-10,Welterweight
20,Kamaru Usman,1531.846265585707,689,2018-01-14,Welterweight
20,Kailin Curran,1490.5747664655937,1688,2015-12-10,Women's Strawweight
20,Gillian Robertson,1510.303798139907,755,2017-12-01,Women's Flyweight
20,Jamie Moyle,1490.0073245021956,473,2018-07-07,Women's Strawweight
20,Keith Hackney,1510,5121,1994-09-09,Open Weight
20,Horacio Gutierrez,1490.5580494252833,1704,2015-11-21,Lightweight
20,Kyle Bochniak,1510.324512954372,1344,2016-08-27,Featherweight
20,Gabriel Benitez,1490.8223124300553,1017,2017-05-13,Featherweight
20,Matt Bessette,1490.78982448282,685,2018-01-20,Featherweight
20,Kevin Aguilar,1511.0526491007058,108,2019-03-30,Featherweight
20,Erick Montano,1510,1703,2015-11-21,Welterweight
20,Sage Northcutt,1509.985451897453,1415,2016-07-09,Lightweight
20,Royce Alger,1490,5028,1997-05-30,Lightweight
20,Rob MacDonald,1490.0215103107882,4551,2006-08-26,Light Heavyweight
20,Michael Bisping,1589.4035627706594,4489,2006-12-30,Light Heavyweight
20,Stephan Bonnar,1503.6943962883524,4345,2007-10-20,Light Heavyweight
20,Houston Alexander,1499.4961836282173,4176,2008-09-17,Light Heavyweight
20,Ryan Bader,1521.1660274132614,3945,2009-10-24,Light Heavyweight
20,Jason Brilz,1509.5602517493026,3856,2010-03-21,Light Heavyweight
20,Jorge Rivera,1520.2661770957247,3329,2012-01-20,Middleweight
20,Jarred Brooks,1499.7285692279888,904,2017-07-29,Flyweight
20,Jenel Lausa,1489.1626340997009,779,2017-11-18,Flyweight
20,Joseph Morales,1480.0399287761727,321,2018-11-10,Flyweight
20,Jordan Espinosa,1509.7675908180217,124,2019-03-23,Flyweight
20,Sam Alvey,1529.9562900956557,1402,2016-07-13,Middleweight
20,Thiago Santos,1500.0978685913856,1297,2016-09-24,Middleweight
20,Gerald Meerschaert,1510.0161959204877,748,2017-12-01,Middleweight
20,Jason Young,1500.866441274353,3271,2012-04-14,Featherweight
20,Randy Brown,1510.3248829457846,1316,2016-09-17,Welterweight
20,Max Griffin,1483.4950371554548,1265,2016-11-05,Welterweight
20,Luis Ramos,1489.7786780037266,3472,2011-08-27,Welterweight
20,Jon Fitch,1549.7638388983537,3072,2012-10-13,Welterweight
20,Jason High,1489.001057973414,2842,2013-06-08,Welterweight
20,Takenori Sato,1490.1090392520014,2563,2014-02-15,Welterweight
20,Matt Brown,1488.9569768702236,2452,2014-05-10,Welterweight
20,Mike Rhodes,1490.0763934700726,2119,2014-12-20,Welterweight
20,Josh Koscheck,1544.216231422473,2014,2015-03-21,Welterweight
20,Neil Magny,1530.8050085895497,1783,2015-08-23,Welterweight
20,Nordine Taleb,1520.8873586662473,1560,2016-03-05,Welterweight
20,Luan Chagas,1490.104552064882,1302,2016-09-24,Welterweight
20,Yancy Medeiros,1515.1420072238486,989,2017-06-03,Welterweight
20,Jordan Mein,1510.0112490367758,718,2017-12-16,Welterweight
20,Juliana Lima,1499.9995238456008,1931,2015-05-30,Women's Strawweight
20,Raphael Assuncao,1509.9227258129458,3588,2011-03-19,Featherweight
20,Jonathan Brookins,1472.02717605568,3453,2011-09-17,Featherweight
20,Ricardo Lamas,1545.600117738739,2985,2013-01-26,Featherweight
20,Rafaello Oliveira,1472.1910625615785,2559,2014-02-22,Lightweight
20,Shane Campbell,1499.8877030616063,1478,2016-05-29,Lightweight
20,John Albert,1499.7420037036513,3211,2012-06-01,Bantamweight
20,Ken Stone,1509.2142849325567,3121,2012-08-11,Bantamweight
20,Takeya Mizugaki,1477.7292428948792,2772,2013-08-28,Bantamweight
20,Taylor Lapilus,1490.5340898847103,1706,2015-11-21,Bantamweight
20,Francisco Rivera,1508.6300874150495,1376,2016-07-30,Bantamweight
20,Felipe Arantes,1491.3625587991266,1263,2016-11-05,Bantamweight
20,Yosdenis Cedeno,1471.0872411938367,2560,2014-02-22,Lightweight
20,Zubaira Tukhugov,1519.991921943365,2238,2014-10-04,Featherweight
20,Oleg Taktarov,1530.9058806819285,5104,1995-04-07,Open Weight
20,Rafael Natal,1480.9285875769078,911,2017-07-22,Middleweight
20,Markus Perez,1490.2911860210602,723,2017-12-09,Middleweight
20,Lyoto Machida,1524.6509870126335,653,2018-02-03,Middleweight
20,Tim Williams,1490.035928859024,404,2018-08-25,Middleweight
20,Thiago Santos,1510.417660660626,360,2018-09-22,Light Heavyweight
20,Khalil Rountree Jr.,1510.0337340413628,89,2019-04-13,Light Heavyweight
20,Jeremy Stephens,1525.4117946493311,2862,2013-05-25,Featherweight
20,Robert Peralta,1490.951964764154,2628,2013-12-28,Featherweight
20,Royce Alger,1480.28774368332,4957,1999-07-16,Middleweight
20,Keiichiro Yamamiya,1490.2794684162,4941,1999-11-19,Middleweight
20,Sanae Kikuta,1510.5587380669876,4926,2000-04-14,Middleweight
20,Jeremy Horn,1501.3170385510634,4912,2000-09-22,Middleweight
20,Ricardo Almeida,1500.2404076122207,4870,2001-09-28,Middleweight
20,Keith Rockel,1499.3708969577103,4855,2002-01-11,Middleweight
20,Mark Weir,1500.531055220684,4821,2002-07-13,Middleweight
20,Mikey Burnett,1510,4999,1998-03-13,Lightweight
20,Per Eklund,1489.9028541266864,4080,2009-02-21,Lightweight
20,Marcus Aurelio,1479.6935266184003,3984,2009-08-29,Lightweight
20,Tyson Griffin,1499.9489911735443,3787,2010-06-12,Lightweight
20,Sean Sherk,1511.8811566901427,3712,2010-09-25,Lightweight
20,Melvin Guillard,1512.145057581885,3623,2011-01-22,Lightweight
20,Shamar Bailey,1480.9265048480845,3456,2011-09-17,Lightweight
20,Nik Lentz,1495.9262422835866,3318,2012-01-28,Lightweight
20,TJ Grant,1511.0573699504755,3108,2012-09-22,Lightweight
20,Gleison Tibau,1480.9473530361813,2976,2013-02-02,Lightweight
20,Rafael Dos Anjos,1535.7510902691176,2865,2013-05-18,Lightweight
20,Rodrigo Damm,1481.180407441157,2112,2015-01-03,Lightweight
20,Ross Pearson,1466.5443894192442,1833,2015-07-18,Lightweight
20,Joe Lauzon,1486.384556696615,1670,2015-12-11,Lightweight
20,Rick Glenn,1501.795843927122,1308,2016-09-17,Lightweight
20,Olivier Aubin-Mercier,1513.1112346058105,592,2018-04-07,Lightweight
20,Francisco Trinaldo,1549.0405751427343,366,2018-09-22,Lightweight
20,Valeri Ignatov,1490.8275565748995,4970,1999-03-05,Middleweight
20,Lance Gibson,1491.0891204604316,4900,2000-12-16,Middleweight
20,Tito Ortiz,1506.4846126854875,4888,2001-02-23,Light Heavyweight
20,Homer Moore,1491.015915618473,4861,2001-11-02,Light Heavyweight
20,Rich Franklin,1507.9957389443064,4791,2003-04-25,Light Heavyweight
20,Phil Baroni,1500.6898329666963,4765,2003-11-21,Middleweight
20,Phil Baroni,1491.8839076601982,4742,2004-06-19,Middleweight
20,Robbie Lawler,1531.482349704911,4727,2004-10-22,Middleweight
20,Rich Franklin,1519.5066081745563,4691,2005-06-04,Middleweight
20,Justin Levens,1491.4118571917409,4603,2006-04-15,Middleweight
20,Yushin Okami,1534.0442101108235,4280,2008-03-01,Middleweight
20,Kendall Grove,1530.5844988802098,4222,2008-06-21,Middleweight
20,Laverne Clark,1509.4050009722148,4964,1999-05-07,Lightweight
20,Laverne Clark,1498.2727785740703,4913,2000-09-22,Welterweight
20,Phil Johns,1489.4545526525692,4890,2001-02-23,Welterweight
20,Gabriel Gonzaga,1536.7214463426458,4598,2006-05-27,Heavyweight
20,Jerry Bohlander,1510,5048,1996-09-20,Open Weight
20,James McSweeney,1499.440797252524,3708,2010-10-16,Light Heavyweight
20,Kyle Kingsbury,1510.0319545797538,3535,2011-06-04,Light Heavyweight
20,Igor Pokrajac,1509.7432682524552,3228,2012-05-15,Light Heavyweight
20,Glover Teixeira,1484.4211111214204,3071,2012-10-13,Light Heavyweight
20,Roger Hollett,1489.1709655673174,2872,2013-05-18,Light Heavyweight
20,Joey Beltran,1499.1946677403485,2725,2013-10-09,Light Heavyweight
20,Gian Villante,1527.7680320262637,2512,2014-03-23,Light Heavyweight
20,Stipe Miocic,1524.226632466055,2418,2014-05-31,Heavyweight
20,Hans Stringer,1489.838557223986,2207,2014-10-25,Light Heavyweight
20,Rampage Jackson,1532.4327282058348,1969,2015-04-25,Catch Weight
20,Kurt Pellegrino,1509.1816594482414,3838,2010-03-27,Lightweight
20,Tommy Hayden,1479.2959992053654,3332,2012-01-20,Lightweight
20,Melvin Guillard,1521.517663360146,3162,2012-07-07,Lightweight
20,Jim Miller,1492.5465965852347,2621,2013-12-28,Lightweight
20,Gabriel Gonzaga,1525.5984146002395,4306,2008-01-19,Heavyweight
20,Junior Dos Santos,1528.5497165612717,4155,2008-10-25,Heavyweight
20,Roy Nelson,1493.632377777697,3305,2012-02-04,Heavyweight
20,Mike Russow,1490.261648500618,3170,2012-06-23,Heavyweight
20,Minotauro Nogueira,1502.0522082206805,2839,2013-06-08,Heavyweight
20,Travis Browne,1480.4971467192124,2475,2014-04-19,Heavyweight
20,Mark Hunt,1515.8471649529788,2173,2014-11-15,Heavyweight
20,Stipe Miocic,1534.8857412306804,1481,2016-05-14,Heavyweight
20,Travis Browne,1472.0952375224465,1319,2016-09-10,Heavyweight
20,Walt Harris,1528.6434418828458,830,2017-10-07,Heavyweight
20,Marcin Tybura,1493.9137151709422,768,2017-11-18,Heavyweight
20,Matt Lindland,1480.28774368332,4785,2003-06-06,Middleweight
20,Matt Lindland,1491.1326302204052,4763,2003-11-21,Middleweight
20,Lisa Ellis,1480.2973655288008,2144,2014-12-12,Women's Strawweight
20,Paige VanZant,1530.0096736704759,1983,2015-04-18,Women's Strawweight
20,Kailin Curran,1481.3952542666461,1387,2016-07-23,Women's Strawweight
20,Justine Kish,1500.4957014791742,954,2017-06-25,Women's Strawweight
20,Karolina Kowalkiewicz,1492.4637737219134,591,2018-04-07,Women's Strawweight
20,Michelle Waterson,1529.3950094096322,352,2018-10-06,Women's Strawweight
20,Megan Anderson,1499.7148041325904,28,2019-05-18,Women's Featherweight
20,Iuri Alcantara,1491.631455983811,3473,2011-08-27,Featherweight
20,Milton Vieira,1499.45581147598,3177,2012-06-23,Featherweight
20,Godofredo Pepey,1500.1029628783458,2846,2013-06-08,Featherweight
20,Kevin Souza,1500.3806161825073,2751,2013-09-04,Featherweight
20,Maximo Blanco,1490.5633480466001,2570,2014-02-15,Featherweight
20,Yves Jabouin,1479.1573706126,1789,2015-08-23,Bantamweight
20,Jerrod Sanders,1490.0812988693026,1439,2016-07-07,Bantamweight
20,Josh Emmett,1500.933170242303,827,2017-10-21,Featherweight
20,Song Yadong,1519.7725998936544,491,2018-06-23,Bantamweight
20,Geraldo de Freitas,1510,208,2019-02-02,Featherweight
20,Shane Campbell,1489.5946695345829,1346,2016-08-27,Lightweight
20,Mairbek Taisumov,1547.4601801329227,875,2017-09-02,Lightweight
20,Ken Shamrock,1530.4233777106385,5117,1994-09-09,Open Weight
20,Glaico Franca,1510,1809,2015-08-01,Lightweight
20,Gray Maynard,1520.3930255345012,1425,2016-07-08,Featherweight
20,Paul Jones,1500.5513226070732,4955,1999-07-16,Middleweight
20,Thales Leites,1516.2340157404728,4398,2007-06-23,Middleweight
20,Stephan Bonnar,1493.9219645663766,4706,2005-04-09,Light Heavyweight
20,Tito Ortiz,1516.9129223722239,4602,2006-04-15,Light Heavyweight
20,Stephan Bonnar,1484.4115758557527,4547,2006-08-26,Light Heavyweight
20,Keith Jardine,1532.7967863032393,4486,2006-12-30,Light Heavyweight
20,Hector Ramirez,1490.3028742596846,4406,2007-06-16,Light Heavyweight
20,Mauricio Rua,1479.5839743520846,4352,2007-09-22,Light Heavyweight
20,Rampage Jackson,1522.3430766486183,4213,2008-07-05,Light Heavyweight
20,Rashad Evans,1534.3355256344717,4113,2008-12-27,Light Heavyweight
20,Tito Ortiz,1507.259558613066,3919,2009-11-21,Light Heavyweight
20,Rich Franklin,1510.0560233967688,3613,2011-02-05,Light Heavyweight
20,Mauricio Rua,1491.529884245229,3464,2011-08-27,Light Heavyweight
20,Tito Ortiz,1498.0882996925016,3157,2012-07-07,Light Heavyweight
20,Sammy Morgan,1489.4017738619868,4562,2006-08-17,Welterweight
20,Marcus Davis,1499.9613744573633,4536,2006-10-10,Welterweight
20,Kuniyoshi Hironaka,1509.4190789663478,4456,2007-04-05,Welterweight
20,Luigi Fioravanti,1482.0157213315533,4417,2007-06-12,Welterweight
20,Joshua Burkman,1493.1716173067211,4349,2007-10-20,Welterweight
20,Hans Stringer,1500.7254231725387,2518,2014-03-23,Light Heavyweight
20,Ryan Jimmo,1500.0560092992728,1924,2015-05-30,Light Heavyweight
20,Nikita Krylov,1530.174829720316,1497,2016-05-08,Light Heavyweight
20,Gian Villante,1537.2530975384364,679,2018-01-20,Light Heavyweight
20,Magnus Cedenblad,1490.347151075646,3268,2012-04-14,Middleweight
20,Karlos Vemola,1480.383521553569,3148,2012-07-11,Middleweight
20,Tom Lawlor,1474.7889398166524,3050,2012-11-17,Middleweight
20,Lorenz Larkin,1466.8308523355697,2892,2013-04-20,Middleweight
20,Jacare Souza,1552.4869740669978,2562,2014-02-15,Middleweight
20,Thales Leites,1526.8439864212528,2292,2014-08-23,Middleweight
20,Luis Henrique,1501.1628120486632,1654,2015-12-19,Heavyweight
20,Stipe Miocic,1545.8574759713108,676,2018-01-20,Heavyweight
20,Reuben Duran,1510.2483428095734,3542,2011-06-04,Bantamweight
20,Roland Delorme,1500.2898043515056,3140,2012-07-21,Bantamweight
20,George Roop,1509.0735503722658,2690,2013-11-06,Bantamweight
20,Takeya Mizugaki,1488.628265160524,2443,2014-05-24,Bantamweight
20,Urijah Faber,1528.2711593653523,2155,2014-12-06,Bantamweight
20,John Lineker,1520.3694081765723,1777,2015-09-05,Bantamweight
20,Renee Forte,1490,2529,2014-03-15,Lightweight
20,Johnny Case,1500.584587604748,1906,2015-06-13,Lightweight
20,Sage Northcutt,1519.6815990386024,1758,2015-10-03,Lightweight
20,Gleison Tibau,1492.882519303893,3076,2012-10-13,Lightweight
20,Mike Rio,1481.6256744457146,2868,2013-05-18,Lightweight
20,Piotr Hallmann,1492.4452574136214,2748,2013-09-04,Lightweight
20,Jesse Ronson,1490.9729709825158,2568,2014-02-15,Lightweight
20,Michael Chiesa,1549.179668978763,2445,2014-05-24,Lightweight
20,Leandro Silva,1508.8005743099638,2270,2014-09-13,Lightweight
20,Norman Parke,1500.9301939096406,1925,2015-05-30,Lightweight
20,Ross Pearson,1458.941517418071,1620,2016-01-17,Lightweight
20,Yancy Medeiros,1506.4000763371448,1488,2016-05-14,Lightweight
20,Paul Felder,1521.667680099613,1296,2016-09-24,Lightweight
20,Kevin Lee,1516.216957753935,1075,2017-03-11,Lightweight
20,Jim Miller,1484.5939730494915,808,2017-10-28,Lightweight
20,James Vick,1513.5750733508626,631,2018-02-18,Lightweight
20,Geoff Neal,1529.408022355176,393,2018-09-08,Welterweight
20,Nick Hein,1480.093190902958,22,2019-06-01,Lightweight
20,Laverne Clark,1508.3224915933765,4979,1999-01-08,Lightweight
20,Thaddeus Luster,1490,5133,1994-03-11,Open Weight
20,Nick Osipczak,1500.0377351122072,4015,2009-06-20,Welterweight
20,Roberto Traven,1490.4533458985259,4863,2001-11-02,Heavyweight
20,Pete Williams,1490.72714599592,4845,2002-03-22,Heavyweight
20,Ian Freeman,1500.7390315142188,4820,2002-07-13,Heavyweight
20,Wes Sims,1490.6693195125226,4783,2003-06-06,Heavyweight
20,Wes Sims,1481.8709245901784,4757,2004-01-31,Heavyweight
20,Tim Sylvia,1522.5915240230663,4740,2004-06-19,Heavyweight
20,Marcio Cruz,1502.2333011843193,4628,2006-02-04,Heavyweight
20,Minotauro Nogueira,1493.1238600976076,4114,2008-12-27,Heavyweight
20,Shane Carwin,1512.2559678771233,3837,2010-03-27,Heavyweight
20,Mirko Cro Cop,1491.505106057867,3709,2010-09-25,Heavyweight
20,Roy Nelson,1485.12696664057,3544,2011-05-28,Heavyweight
20,Minotauro Nogueira,1484.871059095884,3356,2011-12-10,Heavyweight
20,Junior Dos Santos,1539.5297680017254,3212,2012-05-26,Heavyweight
20,Josh Barnett,1522.9099284430768,2757,2013-08-31,Heavyweight
20,Todd Duffee,1500.6223750788422,1844,2015-07-15,Heavyweight
20,Mark Hunt,1526.8184277241544,1542,2016-03-19,Heavyweight
20,Kevin Jackson,1490,5003,1997-12-21,Light Heavyweight
20,Igor Zinoviev,1490.28774368332,4994,1998-03-13,Light Heavyweight
20,Jeremy Horn,1491.8460013000574,4986,1998-05-15,Light Heavyweight
20,John Lober,1490.8379928513266,4980,1998-10-16,Light Heavyweight
20,Tito Ortiz,1489.241831645066,4944,1999-09-24,Light Heavyweight
20,Matt Hughes,1521.6240276175588,4762,2003-11-21,Welterweight
20,Renato Verissimo,1499.7136206225737,4726,2004-10-22,Welterweight
20,Matt Hughes,1531.3001094114131,4699,2005-04-16,Welterweight
20,Georges St-Pierre,1551.1518866224797,4677,2005-08-20,Welterweight
20,Josh Koscheck,1552.7212536011482,3954,2009-09-19,Welterweight
20,Matt Serra,1490.6203218882506,3870,2010-02-06,Welterweight
20,Tyson Griffin,1491.3314786002184,4474,2007-02-03,Lightweight
20,Mark Bocek,1519.1780423021344,4395,2007-07-07,Lightweight
20,Spencer Fisher,1518.0725401698128,4337,2007-11-17,Lightweight
20,Gray Maynard,1531.9509974613122,4266,2008-04-02,Lightweight
20,Hermes Franca,1501.867357247277,4204,2008-07-19,Lightweight
20,Sean Sherk,1503.5914793223633,4033,2009-05-23,Lightweight
20,Matt Veach,1492.2677422199617,3912,2009-12-05,Lightweight
20,Gray Maynard,1533.547999420256,3634,2011-01-01,Lightweight
20,Gray Maynard,1525.0552859871827,3420,2011-10-08,Lightweight
20,Jose Aldo,1527.2633159664415,2971,2013-02-02,Featherweight
20,Urijah Faber,1519.8209516397003,1944,2015-05-16,Featherweight
20,Jose Aldo,1539.0776131330667,1410,2016-07-09,Featherweight
20,Jeremy Stephens,1516.947405516624,1251,2016-11-12,Featherweight
20,Yair Rodriguez,1548.5501066144125,1010,2017-05-13,Featherweight
20,Johnny Case,1510.293245058523,2100,2015-01-18,Lightweight
20,Sam Stout,1508.6054287762745,1788,2015-08-23,Lightweight
20,Marc Diakiese,1500.350464179575,1193,2016-12-09,Lightweight
20,Nolan Ticman,1489.398215222205,2320,2014-08-16,Bantamweight
20,Iuri Alcantara,1481.5749537340391,2052,2015-02-22,Bantamweight
