k,fighter,elo,match_id,date,weight_class
40,Shane del Rosario,1478.3504634870496,3018,2012-12-15,Heavyweight
40,Shawn Jordan,1569.090718493344,2832,2013-06-15,Heavyweight
40,Soa Palelei,1488.8216605209907,2643,2013-12-06,Heavyweight
40,Townsend Saunders,1465.2830552985567,4998,1998-03-13,Lightweight
40,Shonie Carter,1486.5327079014057,4875,2001-06-29,Welterweight
40,Tito Ortiz,1566.9335652091968,4723,2004-10-22,Light Heavyweight
40,Travis Lutter,1508.8743791422646,4513,2006-11-11,Middleweight
40,Scott Smith,1440.9152993376624,4472,2007-02-03,Middleweight
40,Ricardo Almeida,1488.035623192869,4214,2008-07-05,Middleweight
40,Tom Lawlor,1540.3947515848172,3694,2010-10-23,Middleweight
40,Stephen Thompson,1591.2639148019284,2246,2014-09-27,Welterweight
40,Thiago Alves,1607.815814165684,1048,2017-04-08,Welterweight
40,Roger Narvaez,1484.4711643004148,2417,2014-06-07,Light Heavyweight
40,Rafael Feijao,1480.1298266745182,1815,2015-08-01,Light Heavyweight
40,Rogerio Nogueira,1529.9045276778222,1490,2016-05-14,Light Heavyweight
40,Royce Gracie,1630.8110591522882,5122,1994-03-11,Catch Weight
40,Scott Morris,1479.409721170086,5128,1994-03-11,Open Weight
40,Ray Wizard,1480.594646098523,5135,1994-03-11,Open Weight
40,Rudyard Moncayo,1481.7077149709535,5096,1995-07-14,Open Weight
40,Tom Duquesnoy,1502.5807863148934,1037,2017-04-15,Bantamweight
40,Rafael Natal,1543.90445135057,3497,2011-08-06,Middleweight
40,Stefan Struve,1580.3264314192816,3902,2009-12-12,Heavyweight
40,Tyson Pedro,1493.7808043459625,1090,2017-03-04,Light Heavyweight
40,Ross Pearson,1525.2764994550755,1776,2015-09-05,Lightweight
40,Stevie Ray,1527.1265380348561,921,2017-07-16,Lightweight
40,Paul Taylor,1476.3495395448833,4311,2008-01-19,Welterweight
40,Troy Mandaloniz,1478.9821399992406,4082,2009-02-21,Welterweight
40,Rolando Delgado,1480.2541125029868,4026,2009-06-13,Lightweight
40,TJ O'Brien,1465.2968420427774,3676,2010-11-20,Lightweight
40,Rob Whiteford,1483.5261702660591,1841,2015-07-18,Featherweight
40,Tony DeSouza,1519.9378285387002,4879,2001-06-29,Lightweight
40,Peter Sobotta,1455.669744024144,4025,2009-06-13,Middleweight
40,Sam Stout,1497.3190395114893,3696,2010-10-23,Lightweight
40,Uriah Hall,1515.256238004941,468,2018-07-07,Middleweight
40,Siyar Bahadurzada,1512.2907468989458,3262,2012-04-14,Welterweight
40,Sean Spencer,1492.3467976064999,2271,2014-09-13,Welterweight
40,Peter Sobotta,1477.3316128330666,2437,2014-05-31,Welterweight
40,Sheldon Westcott,1475.6227461246365,1993,2015-04-11,Welterweight
40,Poliana Botelho,1522.8250351109593,835,2017-10-07,Women's Strawweight
40,Raphael Assuncao,1608.87183184167,2556,2014-02-22,Bantamweight
40,Russell Doane,1487.9108655972648,1438,2016-07-07,Bantamweight
40,Rob Font,1538.178408012233,807,2017-10-28,Bantamweight
40,Tra Telligman,1502.2744709057101,4960,1999-05-07,Heavyweight
40,Tsuyoshi Kohsaka,1485.2190413293602,4938,1999-11-19,Heavyweight
40,Randy Couture,1586.1155799048572,4880,2001-05-04,Heavyweight
40,Randy Couture,1605.270763268462,4856,2001-11-02,Heavyweight
40,Vladimir Matyushenko,1553.469405670639,4799,2003-02-28,Heavyweight
40,Tra Telligman,1483.9316243558546,4786,2003-06-06,Heavyweight
40,Ricco Rodriguez,1521.6513404356665,4767,2003-11-21,Heavyweight
40,Sam Stout,1516.3310767003409,4313,2008-01-19,Lightweight
40,Samy Schiavo,1456.309490822115,4172,2008-10-18,Lightweight
40,Phil Baroni,1436.7727683229548,4715,2005-02-05,Middleweight
40,Scott Smith,1463.5863893893495,4517,2006-11-11,Middleweight
40,Thales Leites,1527.997597152665,4447,2007-04-07,Middleweight
40,Zach Light,1478.0278602795079,4828,2002-06-22,Welterweight
40,Robbie Lawler,1580.9718221996616,4788,2003-04-25,Welterweight
40,Tamdan McCrory,1486.4930219088951,4418,2007-06-12,Welterweight
40,Tsuyoshi Kohsaka,1506.6074203291528,4984,1998-10-16,Heavyweight
40,Travis Fulton,1479.3088165878135,4961,1999-05-07,Heavyweight
40,Semmy Schilt,1504.1105527584846,4884,2001-05-04,Heavyweight
40,Ricco Rodriguez,1539.6735884069542,4857,2001-11-02,Heavyweight
40,Steve Kennedy,1478.6969511955717,1889,2015-06-20,Welterweight
40,Teruto Ishihara,1454.6266044263898,490,2018-06-23,Bantamweight
40,Rodney Wallace,1447.3976993798617,3746,2010-08-07,Light Heavyweight
40,Tim Boetsch,1497.0900198150468,3670,2010-11-20,Light Heavyweight
40,Rogerio Nogueira,1513.9706836177402,3565,2011-03-26,Light Heavyweight
40,Rashad Evans,1594.8418354180253,3315,2012-01-28,Light Heavyweight
40,Wagner Prado,1486.3851392926897,3129,2012-08-04,Light Heavyweight
40,Wagner Prado,1472.0998513018008,3073,2012-10-13,Light Heavyweight
40,Vinny Magalhaes,1470.612216916219,2879,2013-04-27,Light Heavyweight
40,Ryan Bader,1591.1390322149343,2082,2015-01-24,Light Heavyweight
40,Ulysses Gomez,1458.5751381130585,2970,2013-02-16,Flyweight
40,Rob Broughton,1480.1964177939735,3405,2011-11-05,Heavyweight
40,Stipe Miocic,1665.6272813011499,3298,2012-02-15,Heavyweight
40,Todd Duffee,1505.636418120134,3013,2012-12-29,Heavyweight
40,Rob Emerson,1519.946580011663,3873,2010-02-06,Lightweight
40,Yui Chul Nam,1472.9369013820785,1948,2015-05-16,Featherweight
40,Zubaira Tukhugov,1555.761186217248,1687,2015-12-10,Featherweight
40,Renan Barao,1533.5308617863145,1294,2016-09-24,Featherweight
40,Rick Glenn,1508.3399232025747,1111,2017-02-11,Featherweight
40,Yves Edwards,1496.0149440661403,2411,2014-06-07,Lightweight
40,Syuri Kondo,1499.0787901737413,543,2018-05-19,Women's Strawweight
40,Valentina Shevchenko,1574.8695974161242,654,2018-02-03,Women's Flyweight
40,Rick Story,1561.9591243902867,2933,2013-03-16,Welterweight
40,Tyson Griffin,1569.564642398915,4054,2009-04-01,Lightweight
40,Rob Emerson,1505.6113788853795,3963,2009-09-19,Lightweight
40,Terry Etim,1527.8286853618738,3818,2010-04-10,Lightweight
40,Tony Ferguson,1698.0359972515223,1257,2016-11-05,Lightweight
40,Tarec Saffiedine,1515.651099099641,966,2017-06-17,Welterweight
40,Robbie Lawler,1564.6842935322452,708,2017-12-16,Welterweight
40,Thiago Silva,1583.4989975394803,2841,2013-06-08,Light Heavyweight
40,Ryan Bader,1604.1864493331275,2398,2014-06-14,Light Heavyweight
40,Rich Attonito,1523.1346529585433,3727,2010-09-15,Middleweight
40,Sean Spencer,1474.0169339396964,2991,2013-01-26,Middleweight
40,Tor Troeng,1481.1442910223548,2749,2013-09-04,Middleweight
40,Tim Kennedy,1534.7399628938965,2684,2013-11-06,Middleweight
40,Tom Watson,1427.6072502228026,2077,2015-01-31,Middleweight
40,Uriah Hall,1497.228077518167,1940,2015-05-23,Middleweight
40,Robert Whittaker,1635.4424961032546,1509,2016-04-23,Middleweight
40,Tim Boetsch,1520.1432404608026,1253,2016-11-12,Middleweight
40,Yves Edwards,1512.8869608966527,3435,2011-10-01,Lightweight
40,Yoislandy Izquierdo,1475.7130289479185,3166,2012-07-07,Lightweight
40,Sam Alvey,1578.1653545044455,823,2017-10-21,Middleweight
40,Stefan Sekulic,1482.733724366979,384,2018-09-15,Welterweight
40,Wanderlei Silva,1542.6186975414864,4116,2008-12-27,Light Heavyweight
40,Rashad Evans,1615.9679072914548,3793,2010-05-29,Light Heavyweight
40,Ryan Bader,1623.559884824364,3284,2012-02-25,Light Heavyweight
40,Tony Ferguson,1708.5652957694576,3532,2011-06-04,Welterweight
40,Steven Graham,1504.8123411011895,5024,1997-05-30,Heavyweight
40,Tony Halme,1486.6690420049442,5026,1997-05-30,Heavyweight
40,Vitor Belfort,1578.5732547129912,5009,1997-10-17,Heavyweight
40,Ricco Rodriguez,1565.9050323080417,4811,2002-09-27,Heavyweight
40,Tito Ortiz,1550.2686269810015,4770,2003-09-26,Light Heavyweight
40,Vitor Belfort,1602.188853073562,4754,2004-01-31,Light Heavyweight
40,Vitor Belfort,1583.125098827324,4730,2004-08-21,Light Heavyweight
40,Tim Sylvia,1545.1939897581917,4459,2007-03-03,Heavyweight
40,Tom Niinimaki,1486.9470851958383,2657,2013-11-30,Featherweight
40,Russell Doane,1474.1263648779477,626,2018-02-24,Bantamweight
40,Ricky Simon,1565.2532452525568,189,2019-02-09,Bantamweight
40,Vaughan Lee,1483.2243720760441,2845,2013-06-08,Bantamweight
40,TJ Dillashaw,1567.181223557387,2727,2013-10-09,Bantamweight
40,TJ Dillashaw,1591.3395934817966,1414,2016-07-09,Bantamweight
40,Rob Font,1522.602802649379,469,2018-07-07,Bantamweight
40,Roxanne Modafferi,1497.4616895860354,2655,2013-11-30,Women's Bantamweight
40,Tai Tuivasa,1529.338473753037,776,2017-11-18,Heavyweight
40,Sam Hoger,1505.5432548115903,4610,2006-04-06,Light Heavyweight
40,Stephan Bonnar,1532.9732167853685,4575,2006-06-28,Light Heavyweight
40,Sean Salmon,1467.8489540484197,4477,2007-01-25,Light Heavyweight
40,Tito Ortiz,1556.2264888357115,4389,2007-07-07,Light Heavyweight
40,Thiago Silva,1567.3390019725844,3888,2010-01-02,Light Heavyweight
40,Tito Ortiz,1542.4061713428698,3487,2011-08-06,Light Heavyweight
40,Rogerio Nogueira,1542.9087168567114,2972,2013-02-02,Light Heavyweight
40,Ryan Bader,1645.1983752425951,1750,2015-10-03,Light Heavyweight
40,Sam Alvey,1601.1525184339464,886,2017-08-05,Middleweight
40,Rodrigo Damm,1490.128269295134,2423,2014-05-31,Lightweight
40,Shane Howell,1461.5216807539182,2384,2014-06-28,Flyweight
40,Steve Cantwell,1447.17131721111,4135,2008-12-10,Light Heavyweight
40,Royce Gracie,1644.7432977694402,5123,1994-03-11,Open Weight
40,Ryan Parker,1480.4630642229517,5087,1995-09-08,Open Weight
40,Scott Jorgensen,1476.8701987868815,3307,2012-02-04,Bantamweight
40,Urijah Faber,1565.8561243992474,3134,2012-07-21,Bantamweight
40,Urijah Faber,1546.290536642372,2573,2014-02-01,Bantamweight
40,TJ Dillashaw,1611.4334127394159,2440,2014-05-24,Bantamweight
40,TJ Dillashaw,1629.2229137824118,1820,2015-07-25,Bantamweight
40,Tom Niinimaki,1469.7115448083177,2122,2014-12-20,Featherweight
40,Zubaira Tukhugov,1535.5743608038185,1492,2016-05-14,Featherweight
40,Travis Wiuff,1482.0238310291045,4698,2005-04-16,Light Heavyweight
40,Sergio Moraes,1579.7621715497896,3078,2012-10-13,Welterweight
40,Terry Etim,1503.4098364939177,2965,2013-02-16,Lightweight
40,Takeya Mizugaki,1560.934434628873,3596,2011-03-03,Bantamweight
40,Yoislandy Izquierdo,1454.6733014975307,3269,2012-04-14,Lightweight
40,Yan Cabral,1492.406626611592,1502,2016-05-08,Lightweight
40,Wagner Silva,1462.1383406341097,2427,2014-05-31,Middleweight
40,Rob Yundt,1479.311547221455,4290,2008-02-02,Middleweight
40,TJ Grant,1564.0219413521186,3654,2010-12-11,Welterweight
40,Said Nurmagomedov,1542.2561002748498,209,2019-02-02,Bantamweight
40,Seth Petruzelli,1442.2103467648453,3767,2010-07-03,Light Heavyweight
40,Tsuyoshi Kohsaka,1489.9881035076887,4833,2002-05-10,Heavyweight
40,Tim Sylvia,1567.334666623295,4795,2003-02-28,Heavyweight
40,Yves Edwards,1531.6488014608813,4802,2003-02-28,Lightweight
40,Ross Pointon,1478.42533576362,4484,2007-01-25,Welterweight
40,Roan Carneiro,1519.69769218571,4457,2007-04-05,Welterweight
40,Sam Stout,1493.9347243059024,4262,2008-04-19,Lightweight
40,Terry Etim,1483.0350046936499,4250,2008-05-24,Lightweight
40,Yushin Okami,1620.874710966288,4405,2007-06-16,Middleweight
40,Travis Lutter,1496.5439035984073,4255,2008-04-19,Middleweight
40,Wanderlei Silva,1529.2127552624859,4017,2009-06-13,Catch Weight
40,Vitor Belfort,1608.2949709748734,3951,2009-09-19,Catch Weight
40,Wanderlei Silva,1515.8909282201998,3167,2012-06-23,Catch Weight
40,Steve Kennedy,1457.8174735853152,1723,2015-11-14,Welterweight
40,Viscardi Andrade,1532.5057996884707,1551,2016-03-19,Welterweight
40,Troy Mandaloniz,1500.19055155362,4329,2007-12-08,Welterweight
40,Roldan Sangcha-an,1455.757304410844,2391,2014-06-28,Flyweight
40,Thiago Alves,1585.1913131450851,3546,2011-05-28,Welterweight
40,Tarec Saffiedine,1499.5679147439457,1471,2016-05-29,Welterweight
40,Tim Means,1541.2855340126175,285,2018-11-30,Welterweight
40,Steve Cantwell,1427.2690925515421,3292,2012-02-25,Middleweight
40,Tom DeBlass,1460.39316251367,3068,2012-11-10,Middleweight
40,Tony DeSouza,1499.9240051812344,4322,2007-12-29,Welterweight
40,Ryo Chonan,1490.1497869094019,4191,2008-09-06,Welterweight
40,Ryan LaFlare,1575.722264771364,1112,2017-02-11,Welterweight
40,Vinicius Queiroz,1478.861247142268,3705,2010-10-16,Heavyweight
40,Travis Browne,1571.8257635893317,3444,2011-09-24,Heavyweight
40,Thomas Almeida,1497.5621702315186,680,2018-01-20,Bantamweight
40,Sergio Pettis,1550.7835590660097,239,2018-12-15,Bantamweight
40,Rob Yundt,1457.1849236686942,4231,2008-06-21,Middleweight
40,Steve Steinbeiss,1477.9552637616582,3760,2010-08-01,Middleweight
40,Siyar Bahadurzada,1530.6747188974848,871,2017-09-02,Middleweight
40,Steve Berger,1483.6810942878842,4829,2002-06-22,Welterweight
40,Tiki Ghosn,1445.9701838592027,4807,2002-11-22,Welterweight
40,Rory MacDonald,1599.5355774192763,2663,2013-11-16,Welterweight
40,Rory MacDonald,1580.4715720067377,1868,2015-07-11,Welterweight
40,Tyron Woodley,1632.2498243821276,1373,2016-07-30,Welterweight
40,Rony Jason,1469.7665328201213,2422,2014-05-31,Featherweight
40,Thiago Tavares,1565.818695855313,2316,2014-08-16,Featherweight
40,Stephen Thompson,1613.7934201106104,2554,2014-02-22,Welterweight
40,Uriah Hall,1483.6517791574563,1716,2015-11-14,Middleweight
40,Yoel Romero,1628.9954398464643,931,2017-07-08,Middleweight
40,Yoel Romero,1610.0804022579168,499,2018-06-09,Middleweight
40,Taylor Lapilus,1522.9505428997982,2002,2015-04-11,Featherweight
40,Tony Fryklund,1498.1496726543364,4830,2002-06-22,Middleweight
40,Tim Kennedy,1552.7468079282362,2819,2013-07-06,Middleweight
40,Shinsho Anzai,1508.6446337782086,1770,2015-09-26,Welterweight
40,Ryan Bader,1659.4745404645087,3710,2010-09-25,Light Heavyweight
40,Tito Ortiz,1521.6137131617097,3357,2011-12-10,Light Heavyweight
40,Ryan Bader,1673.3432704099394,1221,2016-11-19,Light Heavyweight
40,Sam Alvey,1577.4207313307,362,2018-09-22,Light Heavyweight
40,Ryan Spann,1541.3713795577403,44,2019-05-11,Light Heavyweight
40,Ulka Sasaki,1507.3124541523925,2307,2014-08-23,Bantamweight
40,Teruto Ishihara,1476.0208043259101,843,2017-09-22,Featherweight
40,Wuliji Buren,1441.6772971889507,766,2017-11-25,Featherweight
40,Shane Young,1520.8826655104046,492,2018-06-23,Featherweight
40,Uriah Hall,1504.4859687076296,2094,2015-01-18,Middleweight
40,Royce Gracie,1656.8619732699428,5114,1994-12-16,Open Weight
40,Tim Lajcik,1482.2277554105835,4945,1999-09-24,Heavyweight
40,Satoshi Honma,1479.9411426570791,4927,2000-04-14,Heavyweight
40,Sara McMann,1484.8867323187765,2550,2014-02-22,Women's Bantamweight
40,Yoel Romero,1627.23678114733,2686,2013-11-06,Middleweight
40,Thiago Santos,1652.7687406320981,2515,2014-03-23,Middleweight
40,Sam Sicilia,1434.6151213116143,3075,2012-10-13,Featherweight
40,Steven Siler,1515.3614736173622,2514,2014-03-23,Featherweight
40,Thomas Gifford,1481.1136468971172,68,2019-04-27,Lightweight
40,Tyron Woodley,1609.2911005153007,2397,2014-06-14,Welterweight
40,Tarec Saffiedine,1485.3747594289189,2216,2014-10-04,Welterweight
40,Stephen Thompson,1634.0138854918423,1443,2016-06-18,Welterweight
40,Ross Pointon,1459.729598260374,4586,2006-06-24,Middleweight
40,Yushin Okami,1635.215713074158,4492,2006-12-30,Middleweight
40,Tecia Torres,1556.6742571230893,1519,2016-04-16,Women's Strawweight
40,Spencer Fisher,1516.7304471879793,3605,2011-02-26,Lightweight
40,Ryan Couture,1462.6666793424204,2912,2013-04-06,Lightweight
40,Sam Stout,1477.8123239557915,2030,2015-03-14,Lightweight
40,Will Brooks,1479.210188281505,1422,2016-07-08,Lightweight
40,Stevie Ray,1548.51751006993,1234,2016-11-19,Lightweight
40,Sergey Khandozhko,1520,19,2019-06-01,Welterweight
40,Tomasz Drwal,1520.9846717310968,3843,2010-03-27,Middleweight
40,Sijara Eubanks,1521.9926911588987,329,2018-11-03,Women's Flyweight
40,Stefan Struve,1557.467490687156,3826,2010-03-31,Heavyweight
40,Stipe Miocic,1679.3711192582157,2829,2013-06-15,Heavyweight
40,Yao Zhikui,1462.7654747416543,2309,2014-08-23,Bantamweight
40,Soa Palelei,1507.2309667640122,2456,2014-05-10,Heavyweight
40,Viktor Pesta,1448.0720138907911,2439,2014-05-31,Heavyweight
40,Shawn Jordan,1547.1862102820676,1751,2015-10-03,Heavyweight
40,Vinc Pichel,1541.1374482094777,3022,2012-12-15,Lightweight
40,Yancy Medeiros,1519.985501811137,2881,2013-04-27,Lightweight
40,Vinny Magalhaes,1461.1164094624162,4124,2008-12-13,Light Heavyweight
40,Tito Ortiz,1550.281200413154,3501,2011-07-02,Light Heavyweight
40,Vladimir Matyushenko,1539.1092335988328,2989,2013-01-26,Light Heavyweight
40,Sergio Pettis,1526.8980955929533,2034,2015-03-14,Flyweight
40,Thales Leites,1543.5895957904988,4385,2007-08-25,Middleweight
40,Wilson Gouveia,1507.2904097108017,4178,2008-09-17,Middleweight
40,Steve Steinbeiss,1454.523592198327,3973,2009-09-16,Middleweight
40,Sean O'Connell,1466.2758993399207,2495,2014-04-16,Light Heavyweight
40,Santiago Ponzinibbio,1581.2977786593356,2677,2013-11-09,Welterweight
40,Tamdan McCrory,1507.2701545994653,4068,2009-03-07,Welterweight
40,Shamar Bailey,1485.7265089810282,3539,2011-06-04,Welterweight
40,TJ Grant,1579.8324611860478,4050,2009-04-18,Welterweight
40,Tim Means,1556.8083106162464,1353,2016-08-20,Welterweight
40,Thibault Gouti,1448.1923283990986,634,2018-02-18,Lightweight
40,Zak Ottow,1525.7305325596574,451,2018-07-14,Welterweight
40,Zhang Lipeng,1500.4335188656942,2543,2014-03-01,Welterweight
40,Warlley Alves,1552.8981840226072,825,2017-10-21,Welterweight
40,Tom Watson,1455.7336880605505,2319,2014-08-16,Middleweight
40,Thales Leites,1563.9179550799354,1025,2017-04-22,Middleweight
40,Stephan Bonnar,1551.39749374977,4683,2005-08-06,Light Heavyweight
40,Yaotzin Meza,1482.6792167298397,1850,2015-07-15,Featherweight
40,Spencer Fisher,1494.4994631790162,4623,2006-03-04,Lightweight
40,Spencer Fisher,1514.8185654564236,4413,2007-06-12,Lightweight
40,Terry Etim,1502.8444255512793,4170,2008-10-18,Lightweight
40,Yves Edwards,1507.577152090806,3525,2011-06-11,Lightweight
40,Thiago Tavares,1581.1932700055652,3340,2012-01-14,Lightweight
40,Spencer Fisher,1492.1742654983348,3179,2012-06-22,Lightweight
40,Wendell Oliveira,1466.820265564035,2265,2014-09-13,Welterweight
40,Sean Strickland,1565.682660993209,2053,2015-02-22,Welterweight
40,Zak Cummings,1541.8142576617984,1364,2016-08-06,Welterweight
40,Tyson Pedro,1514.2576619138347,645,2018-02-10,Light Heavyweight
40,Sheila Gaff,1460.2812843763377,2883,2013-04-27,Women's Bantamweight
40,Valentina Shevchenko,1590.8526250249188,1648,2015-12-19,Women's Bantamweight
40,Talita Bernardo,1481.3824843778705,344,2018-10-27,Women's Bantamweight
40,Vitor Belfort,1623.3752792391444,5033,1997-02-07,Heavyweight
40,Urijah Faber,1562.3467247450205,2899,2013-04-13,Bantamweight
40,Zach Makovsky,1483.6637297035568,2636,2013-12-14,Flyweight
40,Wilson Reis,1513.1786506465874,2212,2014-10-25,Flyweight
40,Sean Daugherty,1478.8161139522974,5136,1994-03-11,Open Weight
40,Wesley Correira,1520.2017715989718,4790,2003-04-25,Heavyweight
40,Stefan Struve,1574.2802293522466,3646,2010-12-11,Heavyweight
40,Steve Bosse,1537.8230166571038,1445,2016-06-18,Light Heavyweight
40,Terrion Ware,1444.9963848442019,746,2017-12-01,Bantamweight
40,Tiki Ghosn,1432.7486397963216,4895,2001-02-23,Welterweight
40,Tyson Griffin,1550.268276747827,4156,2008-10-25,Lightweight
40,Tatsuya Kawajiri,1519.3629439742851,2609,2014-01-04,Featherweight
40,Yuri Villefort,1459.6556210732465,2755,2013-09-04,Welterweight
40,Yancy Medeiros,1538.5131235785834,1327,2016-09-10,Welterweight
40,Tom Breese,1554.022529928789,1465,2016-06-04,Welterweight
40,Walt Harris,1508.8635832477628,55,2019-05-04,Heavyweight
40,Zak Ottow,1508.8160095569306,1226,2016-11-19,Welterweight
40,Tim Means,1539.093298755635,659,2018-02-03,Welterweight
40,Warlley Alves,1576.4015295224442,46,2019-05-11,Welterweight
40,Will Campuzano,1426.1387864140486,2671,2013-11-16,Bantamweight
40,Yaotzin Meza,1466.0650262150514,2413,2014-06-07,Bantamweight
40,Simeon Thoresen,1477.4093994404695,3111,2012-09-22,Welterweight
40,Thiago Alves,1602.1394434053877,2480,2014-04-19,Welterweight
40,Wilson Gouveia,1523.5873095043555,4453,2007-04-05,Light Heavyweight
40,Tim Johnson,1529.0770880885177,2011,2015-04-04,Heavyweight
40,Walt Harris,1490.4130939445242,1287,2016-10-01,Heavyweight
40,Tiago Trator,1495.324811012266,1192,2016-12-09,Featherweight
40,Stipe Miocic,1688.9384100925279,3215,2012-05-26,Heavyweight
40,Thiago Tavares,1554.6923235113713,3595,2011-03-03,Lightweight
40,TJ Grant,1594.8010672033959,3438,2011-10-01,Lightweight
40,Spencer Fisher,1513.7508813782288,4158,2008-10-25,Lightweight
40,Terry Etim,1522.5680634665807,3935,2009-11-14,Lightweight
40,Zabit Magomedsharipov,1589.0366488127827,760,2017-11-25,Featherweight
40,Sodiq Yusuff,1521.4000045012262,105,2019-03-30,Featherweight
40,Walt Harris,1471.3804530993152,2197,2014-11-07,Heavyweight
40,Suman Mokhtarian,1481.2303277878802,266,2018-12-01,Featherweight
40,Vince Morales,1501.0437941844564,289,2018-11-24,Bantamweight
40,Thiago Alves,1577.158387187118,4670,2005-10-03,Welterweight
40,Thiago Tavares,1573.7742155721594,3468,2011-08-27,Lightweight
40,Thiago Silva,1563.5001989480118,3061,2012-11-10,Light Heavyweight
40,Tom Watson,1478.474810997414,2968,2013-02-16,Middleweight
40,Travis Browne,1591.9670516458211,3545,2011-05-28,Heavyweight
40,Stipe Miocic,1661.5459900400376,3091,2012-09-29,Heavyweight
40,Tyron Woodley,1610.711861246219,1247,2016-11-12,Welterweight
40,Tyron Woodley,1631.9697853232994,1081,2017-03-04,Welterweight
40,Tony DeSouza,1518.9896686783463,4887,2001-05-04,Welterweight
40,Thiago Santos,1666.3832266157417,1881,2015-06-27,Middleweight
40,Tedd Williams,1499.0154755151038,4930,2000-03-10,Heavyweight
40,Waylon Lowe,1488.4736070923836,3717,2010-09-25,Lightweight
40,Tony Sims,1485.8834734100794,1885,2015-06-27,Welterweight
40,Tai Bowden,1478.915926449718,5066,1996-05-17,Open Weight
40,Warlley Alves,1592.9882180972916,557,2018-05-12,Welterweight
40,Yan Xiaonan,1551.5126522595463,296,2018-11-24,Women's Strawweight
40,Tyson Griffin,1523.6532024171768,3754,2010-08-01,Lightweight
40,Viviane Araujo,1518.929314247142,50,2019-05-11,Women's Bantamweight
40,Viviane Pereira,1503.1545510251165,788,2017-11-11,Women's Strawweight
40,Ulka Sasaki,1488.2120474888193,1897,2015-06-20,Bantamweight
40,Weili Zhang,1559.0219337274634,153,2019-03-02,Women's Strawweight
40,Thibault Gouti,1428.9971644888617,1577,2016-02-27,Lightweight
40,Tom Duquesnoy,1519.2959847681466,597,2018-03-17,Bantamweight
40,Tom Watson,1463.2964995094405,2796,2013-08-03,Middleweight
40,Trevor Smith,1489.5886428300894,2506,2014-04-11,Middleweight
40,Tim Boetsch,1504.3823158366897,2072,2015-01-31,Middleweight
40,Tony DeSouza,1502.307189824737,4490,2006-12-30,Welterweight
40,Uriah Hall,1533.1848427876157,2367,2014-07-05,Middleweight
40,Tomasz Drwal,1503.41991895364,4375,2007-09-08,Light Heavyweight
40,Tyson Griffin,1546.518550548334,4355,2007-09-22,Lightweight
40,Tim Gorman,1460.421632280347,2192,2014-11-08,Bantamweight
40,Yves Jabouin,1481.8356545541685,1972,2015-04-25,Bantamweight
40,Todd Brown,1460.1975145283845,3748,2010-08-07,Light Heavyweight
40,Yushin Okami,1608.9669007704597,3287,2012-02-25,Middleweight
40,Zach Makovsky,1505.5215392220118,2067,2015-02-14,Flyweight
40,Todd Duffee,1523.5477739532503,3982,2009-08-29,Heavyweight
40,Yoel Romero,1643.0133097187822,2242,2014-09-27,Middleweight
40,Tsuyoshi Kohsaka,1509.5414562365906,4956,1999-07-16,Heavyweight
40,Wesley Correira,1502.8984367342537,4812,2002-09-27,Heavyweight
40,Tra Telligman,1469.571674415466,4674,2005-08-20,Heavyweight
40,Wes Albritton,1482.8743793852288,5031,1997-05-30,Lightweight
40,Wanderlei Silva,1498.8348783315473,4924,2000-04-14,Light Heavyweight
40,Yuki Kondo,1503.6687785235633,4896,2000-12-16,Light Heavyweight
40,Vladimir Matyushenko,1522.6232543212677,4864,2001-09-28,Light Heavyweight
40,Vitor Belfort,1603.0244468783214,4714,2005-02-05,Light Heavyweight
40,Walel Watson,1484.188310575756,3299,2012-02-15,Bantamweight
40,Vaughan Lee,1471.7748563651442,3149,2012-07-11,Bantamweight
40,Yves Edwards,1498.0084988979538,3370,2011-12-03,Lightweight
40,Wanderlei Silva,1518.9019478747612,4962,1999-05-07,Middleweight
40,Trevor Smith,1509.1026425587233,2340,2014-07-19,Middleweight
40,Vitor Belfort,1615.6990535500288,5035,1997-02-07,Heavyweight
40,Trevor Prangley,1500.4466647130616,4679,2005-08-20,Middleweight
40,Vladimir Matyushenko,1540.2967435101807,4809,2002-11-22,Heavyweight
40,Zak Cummings,1561.6510474765591,37,2019-05-18,Middleweight
40,Zak Cummings,1578.648974596759,245,2018-12-15,Middleweight
40,Willie Gates,1461.1449258393,1505,2016-05-08,Flyweight
40,Wilson Reis,1532.8679304566517,1109,2017-02-11,Flyweight
40,Viviane Pereira,1524.292003733819,1179,2016-12-10,Women's Strawweight
40,Wanderlei Silva,1504.3342076845568,4981,1998-10-16,Middleweight
40,Yoshihiro Akiyama,1460.1854676098424,3488,2011-08-06,Middleweight
40,Yan Xiaonan,1569.9489040499518,495,2018-06-23,Women's Strawweight
40,Yuki Kondo,1485.7694769325003,4877,2001-06-29,Light Heavyweight
40,Yves Jabouin,1501.9710822513566,3363,2011-12-10,Bantamweight
40,Yoshiki Takahashi,1520,5037,1997-02-07,Lightweight
40,Willamy Freire,1479.3367308062723,3631,2011-01-22,Lightweight
40,Wilson Gouveia,1541.091303269181,4552,2006-08-26,Light Heavyweight
40,Zak Cummings,1593.783978242985,2460,2014-05-10,Welterweight
40,Yves Edwards,1500.3296263343088,2694,2013-11-06,Lightweight
60,Aaron Brink,1470,4906,2000-11-17,Heavyweight
60,Aaron Phillips,1470,2450,2014-05-24,Featherweight
